"","Obs","Year","Month","Day","Name","NestName","ID","BandNumber","BandDate","BandDateJul","MeasurementDate","MeasurementDateJulYear","MeasurementDateJul","AgeField","CalcAge","CalcAgeInteger","HatchDate","HatchDateJul","HatchDateJulYear","AllSex","BillNT","TEC","BillWidth","BillDepth","Head","UpperBill","UBillSurface","TotBillSurface","Skull","Tarsus","WingChord","Primary7","TailLength","Weight","Condition","MaxTempMean1_11","MaxTempMean12_22","MeanMaxTempIncubation","MinTempMean1_11","MinTempMean12_22","MeanMinTempIncubation","PrecipSum1_11","PrecipSum12_22","PrecipSumIncubation","GDDSum1_11","GDDSum12_22","GDDSumIncubation","CDDSum1_11","CDDSum12_22","CDDSumIncubation"
"280",1237,2005,5,11,"LG","IRIS05","LG IRIS05","775-27373","6/7/2005",158,"6/7/2005",2005158,158,27,26.8,27,"5/11/2005",131,2005131,"F",24.8,"37.6",13.4,13.2,80.5,"12.8","168.96","250.04","42.9",55.5,180,121,71,400,"0.13",18.83838384,18.08080808,14.67836257,3.838383838,6.464646465,2.748538012,0.6858,2.1336,4.0132,57,51,39,5,0,5
"281",1233,2005,5,12,"GL","JSUP05","GL JSUP05","775-27369","6/7/2005",158,"6/7/2005",2005158,158,26,24.2,24,"5/12/2005",132,2005132,"F",17.7,"29.7",12.1,11.5,65.5,"12","138","175.23","35.8",47,113,63,23,203,"0.13",18.18181818,18.63636364,15.20467836,3.131313131,6.818181818,2.894736842,0.762,2.0574,2.9972,44,60,48,0,1,5
"282",1235,2005,5,12,"IJ","IRIS05","IJ IRIS05","775-27371","6/7/2005",158,"6/7/2005",2005158,158,26,25.4,25,"5/12/2005",132,2005132,"F",23.2,"32.4",13.2,12.9,77.4,"9.2","118.68","211.41","45",59,163,99,48,390,"0.12",18.18181818,18.63636364,15.20467836,3.131313131,6.818181818,2.894736842,0.762,2.0574,2.9972,44,60,48,0,1,5
"283",1238,2005,5,20,"MF","SLI205","MF SLI205","775-27374","6/13/2005",164,"6/13/2005",2005164,164,24,24,24,"5/20/2005",140,2005140,"F",20.4,"31.6",12.8,12.3,67.7,"11.2","137.76","198.29","36.1",52.5,108,59,19,290,"0.13",17.62626263,27.12121212,16.66666667,6.060606061,13.48484848,2.748538012,2.0828,1.3208,1.0922,43,207,64,0,56,5
"284",1303,2006,4,13,"UX","MNDY06","UX MNDY06","775-27384","5/7/2006",127,"5/7/2006",2006127,127,24,25.5,25,"4/13/2006",103,2006103,"F",21.7,"33.8",13.9,12.5,72.9,"12.1","151.25","223.08","39.1",58.4,155,89.8,58,385,"0.12",16.36363636,16.41414141,11.69590643,3.535353535,0.303030303,-0.67251462,1.778,0.3048,2.7178,32,12,32,0,0,0
"285",1294,2006,4,13,"ME","LOCO06","ME LOCO06","775-27395","5/10/2006",130,"5/10/2006",2006130,130,27,26.1,26,"4/13/2006",103,2006103,"F",22.5,"34.8",12.2,11.8,73.7,"12.3","145.14","208.8","38.9",56.9,162,108,63,335,"0.12",16.36363636,16.41414141,11.69590643,3.535353535,0.303030303,-0.67251462,1.778,0.3048,2.7178,32,12,32,0,0,0
"286",1290,2006,4,13,"II","LOCO06","II LOCO06","775-27391","5/10/2006",130,"5/10/2006",2006130,130,27,26.8,27,"4/13/2006",103,2006103,"F",23,"37.5",12.2,12.2,77.6,"14.5","176.9","228.75","40.1",60.7,177,119,71,432,"0.12",16.36363636,16.41414141,11.69590643,3.535353535,0.303030303,-0.67251462,1.778,0.3048,2.7178,32,12,32,0,0,0
"287",1292,2006,4,13,"KG","LOCO06","KG LOCO06","775-27393","5/10/2006",130,"5/10/2006",2006130,130,27,27.1,27,"4/13/2006",103,2006103,"F",23,"35.8",12.6,12.5,77.4,"12.8","160","224.645","41.6",58.4,179,125,75,380,"0.12",16.36363636,16.41414141,11.69590643,3.535353535,0.303030303,-0.67251462,1.778,0.3048,2.7178,32,12,32,0,0,0
"288",1293,2006,4,13,"LF","LOCO06","LF LOCO06","775-27394","5/10/2006",130,"5/10/2006",2006130,130,27,26.6,27,"4/13/2006",103,2006103,"F",22.1,"33.8",13,13.1,75.7,"11.7","153.27","220.545","41.9",59.6,169,115,71,316,"0.11",16.36363636,16.41414141,11.69590643,3.535353535,0.303030303,-0.67251462,1.778,0.3048,2.7178,32,12,32,0,0,0
"289",1271,2006,4,14,"AS","ECRI06","AS ECRI06","775-27379","5/7/2006",127,"5/7/2006",2006127,127,23,23,23,"4/14/2006",104,2006104,"F",21.4,"32.9",11.3,11.5,73.6,"11.5","132.25","187.53","40.7",59.6,135,78,38,333,"0.12",15.65656566,17.37373737,12.54385965,2.929292929,0.202020202,-0.350877193,1.778,0.1524,2.5908,19,20,36,0,0,0
"290",1272,2006,4,14,"CQ","ECRI06","CQ ECRI06","775-27381","5/7/2006",127,"5/7/2006",2006127,127,23,23,23,"4/14/2006",104,2006104,"F",21.1,"31.7",12.8,13.1,73.6,"10.6","138.86","205.2575","41.9",57.3,138,85,40,343,"0.12",15.65656566,17.37373737,12.54385965,2.929292929,0.202020202,-0.350877193,1.778,0.1524,2.5908,19,20,36,0,0,0
"291",1302,2006,4,14,"XU","MNDY06","XU MNDY06","775-27383","5/7/2006",127,"5/7/2006",2006127,127,23,23,23,"4/14/2006",104,2006104,"F",20.8,"34.1",12.2,12.2,71.9,"13.3","162.26","208.01","37.8",58.2,135,80,46,375,"0.12",15.65656566,17.37373737,12.54385965,2.929292929,0.202020202,-0.350877193,1.778,0.1524,2.5908,19,20,36,0,0,0
"292",1276,2006,4,14,"AQ","HAPA06","AQ HAPA06","775-27386","5/8/2006",128,"5/8/2006",2006128,128,24,25,25,"4/14/2006",104,2006104,"F",20.8,"33.9",12.6,12.4,73.8,"13.1","162.44","211.875","39.9",59.4,150,89,42,385,"0.12",15.65656566,17.37373737,12.54385965,2.929292929,0.202020202,-0.350877193,1.778,0.1524,2.5908,19,20,36,0,0,0
"293",1278,2006,4,14,"CO","HAPA06","CO HAPA06","775-27388","5/8/2006",128,"5/8/2006",2006128,128,24,25.3,25,"4/14/2006",104,2006104,"F",21.2,"34.4",11.8,13.1,73.7,"13.2","172.92","214.14","39.3",59,151,94,47,387,"0.12",15.65656566,17.37373737,12.54385965,2.929292929,0.202020202,-0.350877193,1.778,0.1524,2.5908,19,20,36,0,0,0
"294",1289,2006,4,15,"HJ","LOCO06","HJ LOCO06","775-27390","5/10/2006",130,"5/10/2006",2006130,130,25,25.2,25,"4/15/2006",105,2006105,"F",20.2,"31.7",12.9,11.8,71.5,"11.5","135.7","195.7475","39.8",56.2,144,92,47,327,"0.12",15.1010101,17.97979798,13.01169591,2.727272727,0.454545455,0.350877193,1.778,0.1524,3.0226,15,25,38,0,0,0
"295",1333,2006,4,15,"SY","STAD06","SY STAD06","775-27399","5/10/2006",130,"5/10/2006",2006130,130,25,24.8,25,"4/15/2006",105,2006105,"F",19.6,"30.2",12.5,12.6,70.5,"10.6","133.56","189.505","40.3",55.4,139,80,40,355,"0.13",15.1010101,17.97979798,13.01169591,2.727272727,0.454545455,0.350877193,1.778,0.1524,3.0226,15,25,38,0,0,0
"296",1261,2006,4,16,"VV","CLAR06","VV CLAR06","1045-01402","5/12/2006",132,"5/12/2006",2006132,132,26,26.1,26,"4/16/2006",106,2006106,"F",22.4,"34.5",12.4,13.6,75.2,"12.1","164.56","224.25","40.7",61.8,168,105,64,397,"0.12",15,17.72727273,13.47953216,1.666666667,0.555555556,0.847953216,1.4986,0.0762,3.0226,13,25,41,0,0,0
"297",1259,2006,4,17,"UW","CLAR06","UW CLAR06","1045-01401","5/12/2006",132,"5/12/2006",2006132,132,25,25.8,26,"4/17/2006",107,2006107,"F",21.7,"32.4",11.8,13,74.3,"10.7","139.1","200.88","41.9",61.6,163,105,55,410,"0.12",14.7979798,17.92929293,13.42105263,1.262626263,0.656565657,0.964912281,1.4986,0.0762,3.0226,10,25,41,0,0,0
"298",1255,2006,4,17,"OB","CARD06","OB CARD06","1045-01417","5/16/2006",136,"5/16/2006",2006136,136,29,27.4,27,"4/17/2006",107,2006107,"F",24.3,"38.1",13.3,13.6,79.8,"13.8","187.68","256.2225","41.7",61.1,185,126,80,350,"0.12",14.7979798,17.92929293,13.42105263,1.262626263,0.656565657,0.964912281,1.4986,0.0762,3.0226,10,25,41,0,0,0
"299",1256,2006,4,17,"doa","CARD06","doa CARD06","","5/16/2006",136,"5/16/2006",2006136,136,29,27.7,28,"4/17/2006",107,2006107,"F",25.5,"38.2",12.7,13.1,80.7,"12.7","166.37","246.39","42.5",60.9,195,133,82,375,"0.12",14.7979798,17.92929293,13.42105263,1.262626263,0.656565657,0.964912281,1.4986,0.0762,3.0226,10,25,41,0,0,0
"300",1250,2006,4,18,"MD","BIRN06","MD BIRN06","1045-01416","5/16/2006",136,"5/16/2006",2006136,136,28,27.2,27,"4/18/2006",108,2006108,"F",23.1,"35.2",12.9,13.1,77.1,"12.1","158.51","228.8","41.9",53.9,182,131,72,367,"0.13",15,18.68686869,13.33333333,1.111111111,1.616161616,1.023391813,1.4986,0.0762,3.0226,10,33,41,0,0,0
"301",1254,2006,4,18,"PA","CARD06","PA CARD06","1045-01418","5/16/2006",136,"5/16/2006",2006136,136,28,26.8,27,"4/18/2006",108,2006108,"F",24,"36.5",13.2,13.1,78.2,"12.5","163.75","239.9875","41.7",60.9,177,118,72,370,"0.12",15,18.68686869,13.33333333,1.111111111,1.616161616,1.023391813,1.4986,0.0762,3.0226,10,33,41,0,0,0
"302",1299,2006,4,18,"FK","MAWA06","FK MAWA06","1045-01410","5/15/2006",135,"5/15/2006",2006135,135,27,26.8,27,"4/18/2006",108,2006108,"F",24.2,"35.7",12.6,12.1,79,"11.5","139.15","220.4475","43.3",62.7,177,120,72,387,"0.12",15,18.68686869,13.33333333,1.111111111,1.616161616,1.023391813,1.4986,0.0762,3.0226,10,33,41,0,0,0
"303",1301,2006,4,18,"HI","MMUR06","HI MMUR06","1045-01412","5/16/2006",136,"5/16/2006",2006136,136,28,27.4,27,"4/18/2006",108,2006108,"F",23.7,"36.6",13,13.5,78.6,"12.9","174.15","242.475","42",61.5,184,129,79,400,"0.12",15,18.68686869,13.33333333,1.111111111,1.616161616,1.023391813,1.4986,0.0762,3.0226,10,33,41,0,0,0
"304",1249,2006,4,18,"LE","BIRN06","LE BIRN06","1045-01415","5/16/2006",136,"5/16/2006",2006136,136,28,27.5,28,"4/18/2006",108,2006108,"F",23.4,"35.6",12.4,13.2,76.4,"12.2","161.04","227.84","40.8",55.4,184,139,73,395,"0.13",15,18.68686869,13.33333333,1.111111111,1.616161616,1.023391813,1.4986,0.0762,3.0226,10,33,41,0,0,0
"305",1251,2006,4,19,"WU","BRBI06","WU BRBI06","1045-01403","5/12/2006",132,"5/12/2006",2006132,132,23,23,23,"4/19/2006",109,2006109,"F",22.1,"32.6",13.1,13.3,73.4,"10.5","139.65","215.16","40.8",58.8,137,82,37,400,"0.13",14.8989899,19.5959596,13.15789474,0.808080808,2.373737374,0.964912281,1.4986,0.0762,3.0226,10,38,40,0,0,0
"306",1252,2006,4,19,"YS","BRBI06","YS BRBI06","1045-01404","5/12/2006",132,"5/12/2006",2006132,132,23,23,23,"4/19/2006",109,2006109,"F",21.8,"34",12,13.3,74.5,"12.2","162.26","215.05","40.5",59.5,148,87,45,410,"0.12",14.8989899,19.5959596,13.15789474,0.808080808,2.373737374,0.964912281,1.4986,0.0762,3.0226,10,38,40,0,0,0
"307",1253,2006,4,19,"ZR","BRBI06","ZR BRBI06","1045-01405","5/12/2006",132,"5/12/2006",2006132,132,23,23,23,"4/19/2006",109,2006109,"F",21.2,"31.4",10.8,12.5,69.2,"10.2","127.5","182.905","37.8",57.8,136,86,42,393,"0.13",14.8989899,19.5959596,13.15789474,0.808080808,2.373737374,0.964912281,1.4986,0.0762,3.0226,10,38,40,0,0,0
"308",1300,2006,4,19,"IH","MMUR06","IH MMUR06","1045-01413","5/16/2006",136,"5/16/2006",2006136,136,27,25.4,25,"4/19/2006",109,2006109,"F",21.7,"33.2",12.8,12,74.5,"11.5","138","205.84","41.3",57.2,159,101,46,310,"0.12",14.8989899,19.5959596,13.15789474,0.808080808,2.373737374,0.964912281,1.4986,0.0762,3.0226,10,38,40,0,0,0
"309",1248,2006,4,19,"KF","BIRN06","KF BIRN06","1045-01414","5/16/2006",136,"5/16/2006",2006136,136,27,26.5,27,"4/19/2006",109,2006109,"F",22.9,"35.2",13,12.8,76.2,"12.3","157.44","227.04","41",60.6,175,119,65,423,"0.12",14.8989899,19.5959596,13.15789474,0.808080808,2.373737374,0.964912281,1.4986,0.0762,3.0226,10,38,40,0,0,0
"310",1319,2006,4,19,"RY","PIHI06","RY PIHI06","1045-01419","5/17/2006",137,"5/17/2006",2006137,137,28,26.8,27,"4/19/2006",109,2006109,"F",21.8,"33.9",12.4,11.5,76.9,"12.1","139.15","202.5525","43",57.9,177,122,70,352,"0.12",14.8989899,19.5959596,13.15789474,0.808080808,2.373737374,0.964912281,1.4986,0.0762,3.0226,10,38,40,0,0,0
"311",1320,2006,4,19,"SX","PIHI06","SX PIHI06","1045-01420","5/17/2006",137,"5/17/2006",2006137,137,28,27.1,27,"4/19/2006",109,2006109,"F",21.2,"32.9",12,13.1,74.2,"11.7","153.27","206.4475","41.3",56.4,184,134,65,380,"0.13",14.8989899,19.5959596,13.15789474,0.808080808,2.373737374,0.964912281,1.4986,0.0762,3.0226,10,38,40,0,0,0
"312",1321,2006,4,19,"TW","PIHI06","TW PIHI06","1045-01421","5/17/2006",137,"5/17/2006",2006137,137,28,27.4,27,"4/19/2006",109,2006109,"F",23,"34.3",12.3,12.9,77.6,"11.3","145.77","216.09","43.3",58.2,189,132,77,401,"0.13",14.8989899,19.5959596,13.15789474,0.808080808,2.373737374,0.964912281,1.4986,0.0762,3.0226,10,38,40,0,0,0
"313",1326,2006,4,19,"CM","SEPG06","CM SEPG06","1045-01430","5/18/2006",138,"5/18/2006",2006138,138,29,27.9,28,"4/19/2006",109,2006109,"F",23.7,"36.1",12.3,11.8,78.7,"12.4","146.32","217.5025","42.6",60.2,195,138,83,365,"0.12",14.8989899,19.5959596,13.15789474,0.808080808,2.373737374,0.964912281,1.4986,0.0762,3.0226,10,38,40,0,0,0
"314",1318,2006,4,20,"UV","PIHI06","UV PIHI06","1045-01422","5/17/2006",137,"5/17/2006",2006137,137,27,26.3,26,"4/20/2006",110,2006110,"F",20.6,"32",13.2,12.7,72.9,"11.4","144.78","207.2","40.9",56.5,178,118,60,345,"0.12",15.1010101,20.3030303,12.83625731,0.404040404,3.686868687,0.438596491,1.4986,0.0762,2.3622,10,53,26,0,0,0
"315",1309,2006,4,22,"VU","NEEL06","VU NEEL06","1045-01423","5/17/2006",137,"5/17/2006",2006137,137,25,25,25,"4/22/2006",112,2006112,"F",20.4,"30.4",12.1,12.2,72.4,"10","122","184.68","42",57.2,140,83,45,310,"0.12",15.55555556,19.84848485,13.85964912,0.505050505,4.949494949,0.67251462,1.4986,2.7432,2.7178,14,62,36,0,0,0
"316",1266,2006,4,22,"JF","DBAR06","JF DBAR06","1045-01433","5/19/2006",139,"5/19/2006",2006139,139,27,26.3,26,"4/22/2006",112,2006112,"F",22.3,"35.5",12.6,12.3,75.7,"13.2","162.36","220.9875","40.2",57,168,107,68,382,"0.13",15.55555556,19.84848485,13.85964912,0.505050505,4.949494949,0.67251462,1.4986,2.7432,2.7178,14,62,36,0,0,0
"317",1267,2006,4,22,"NB","DBAR06","NB DBAR06","1045-01436","5/19/2006",139,"5/19/2006",2006139,139,27,26.8,27,"4/22/2006",112,2006112,"F",22.6,"36",14.7,13.5,76.9,"13.4","180.9","253.8","40.9",58.5,170,118,74,380,"0.12",15.55555556,19.84848485,13.85964912,0.505050505,4.949494949,0.67251462,1.4986,2.7432,2.7178,14,62,36,0,0,0
"318",1337,2006,4,22,"CL","TURF06","CL TURF06","1045-01450","5/22/2006",142,"5/22/2006",2006142,142,30,28.1,28,"4/22/2006",112,2006112,"F",23.7,"35.8",12.9,13.2,79.7,"12.1","159.72","233.595","43.9",59.4,198,134,90,387,"0.12",15.55555556,19.84848485,13.85964912,0.505050505,4.949494949,0.67251462,1.4986,2.7432,2.7178,14,62,36,0,0,0
"319",1341,2006,4,23,"PZ","WILG06","PZ WILG06","1045-01437","5/19/2006",139,"5/19/2006",2006139,139,26,26.4,26,"4/23/2006",113,2006113,"F",22.8,"35.2",12.7,13.1,76.4,"12.4","162.44","227.04","41.2",57.7,172,111,68,393,"0.13",15.25252525,20.1010101,13.30409357,0.303030303,5.656565657,0.847953216,1.1176,2.8194,2.921,9,71,36,0,0,0
"320",1342,2006,4,23,"RX","WILG06","RX WILG06","1045-01438","5/19/2006",139,"5/19/2006",2006139,139,26,25.7,26,"4/23/2006",113,2006113,"F",21.8,"35.6",12,12.9,74.6,"13.8","178.02","221.61","39",60,161,103,55,402,"0.12",15.25252525,20.1010101,13.30409357,0.303030303,5.656565657,0.847953216,1.1176,2.8194,2.921,9,71,36,0,0,0
"321",1344,2006,4,23,"SW","WILG06","SW WILG06","1045-01440","5/19/2006",139,"5/19/2006",2006139,139,26,26.1,26,"4/23/2006",113,2006113,"F",24.1,"36.1",12.5,13.4,78.6,"12","160.8","233.7475","42.5",61.4,173,112,58,410,"0.12",15.25252525,20.1010101,13.30409357,0.303030303,5.656565657,0.847953216,1.1176,2.8194,2.921,9,71,36,0,0,0
"322",1322,2006,4,23,"UU","ROWA06","UU ROWA06","1045-01442","5/20/2006",140,"5/20/2006",2006140,140,27,26.7,27,"4/23/2006",113,2006113,"F",23,"35.9",11.5,13,75.4,"12.9","167.7","219.8875","39.5",59.8,174,117,72,379,"0.12",15.25252525,20.1010101,13.30409357,0.303030303,5.656565657,0.847953216,1.1176,2.8194,2.921,9,71,36,0,0,0
"323",1323,2006,4,23,"VT","ROWA06","VT ROWA06","1045-01443","5/20/2006",140,"5/20/2006",2006140,140,27,26.6,27,"4/23/2006",113,2006113,"F",22.5,"35.4",13.3,13.8,76.5,"12.9","178.02","239.835","41.1",61.8,177,118,68,415,"0.12",15.25252525,20.1010101,13.30409357,0.303030303,5.656565657,0.847953216,1.1176,2.8194,2.921,9,71,36,0,0,0
"324",1340,2006,4,24,"TV","WILG06","TV WILG06","1045-01441","5/19/2006",139,"5/19/2006",2006139,139,25,24.7,25,"4/24/2006",114,2006114,"F",19.9,"31.1",12.2,12.1,71.8,"11.2","135.52","188.9325","40.7",58.9,142,80,35,360,"0.12",16.41414141,19.7979798,13.74269006,0.303030303,6.060606061,1.461988304,0.3048,2.8194,3.0734,12,72,36,0,0,0
"325",1350,2006,4,24,"HG","WWCK06","HG WWCK06","1045-01454","5/23/2006",143,"5/23/2006",2006143,143,29,27.6,28,"4/24/2006",114,2006114,"F",22.3,"35",13.2,13.5,78.4,"12.7","171.45","233.625","43.4",60.8,191,133,81,424,"0.12",16.41414141,19.7979798,13.74269006,0.303030303,6.060606061,1.461988304,0.3048,2.8194,3.0734,12,72,36,0,0,0
"326",1258,2006,4,25,"AN","CCLI06","AN CCLI06","1045-01448","5/22/2006",142,"5/22/2006",2006142,142,27,26.5,27,"4/25/2006",115,2006115,"F",21.4,"35.4",12.2,13.4,75.7,"14","187.6","226.56","40.3",56.1,171,116,67,354,"0.13",17.37373737,18.88888889,14.23976608,0.202020202,6.464646465,1.783625731,0.1524,3.429,2.921,20,67,36,0,0,0
"327",1314,2006,4,25,NA,"ORHA06","NA ORHA06","1045-01458","5/23/2006",143,"5/23/2006",2006143,143,28,27,27,"4/25/2006",115,2006115,"F",23.1,"34.4",14.1,13.6,78.7,"11.3","153.68","238.22","44.3",60.7,185,124,72,425,"0.12",17.37373737,18.88888889,14.23976608,0.202020202,6.464646465,1.783625731,0.1524,3.429,2.921,20,67,36,0,0,0
"328",1331,2006,4,25,"BL","SPRU06","BL SPRU06","0965-66112","5/25/2006",145,"5/25/2006",2006145,145,30,27.9,28,"4/25/2006",115,2006115,"F",22.3,"33.9",12.4,12.6,75.4,"11.6","146.16","211.875","41.5",54.3,193,135,85,362,"0.13",17.37373737,18.88888889,14.23976608,0.202020202,6.464646465,1.783625731,0.1524,3.429,2.921,20,67,36,0,0,0
"329",1245,2006,4,26,"PY","ARRO06","PY ARRO06","1045-01460","5/23/2006",143,"5/23/2006",2006143,143,27,26.2,26,"4/26/2006",116,2006116,"F",21.4,"32.1",13.2,12.8,73.3,"10.7","136.96","208.65","41.2",54.5,158,116,56,318,"0.13",17.97979798,18.53535354,14.44444444,0.454545455,6.515151515,1.666666667,0.1524,3.429,3.0734,25,64,36,0,0,0
"330",1246,2006,4,26,"QX","ARRO06","QX ARRO06","0965-66101","5/23/2006",143,"5/23/2006",2006143,143,27,26.4,26,"4/26/2006",116,2006116,"F",21.6,"33",12.6,12,73.1,"11.4","136.8","202.95","40.1",54.3,169,115,65,327,"0.13",17.97979798,18.53535354,14.44444444,0.454545455,6.515151515,1.666666667,0.1524,3.429,3.0734,25,64,36,0,0,0
"331",1244,2006,4,27,"SV","ARRO06","SV ARRO06","0965-66103","5/23/2006",143,"5/23/2006",2006143,143,26,25.4,25,"4/27/2006",117,2006117,"F",20.6,"31",12.3,11.6,72.8,"10.4","120.64","185.225","41.8",55.8,154,101,45,317,"0.12",17.72727273,19.29292929,14.8245614,0.555555556,7.575757576,1.783625731,0.0762,3.3528,2.0828,25,71,36,0,0,0
"332",1329,2006,4,30,"DJ","SLIM06","DJ SLIM06","0965-66114","5/26/2006",146,"5/26/2006",2006146,146,26,25.8,26,"4/30/2006",120,2006120,"F",21.7,"32.6",13.8,12,74,"10.9","130.8","210.27","41.4",58.4,158,101,58,420,"0.13",19.5959596,17.87878788,15.73099415,2.373737374,7.474747475,1.871345029,0.0762,3.9624,2.0828,38,60,36,0,0,0
"333",1345,2006,4,30,"WR","WKAY06","WR WKAY06","0965-66107","5/25/2006",145,"5/25/2006",2006145,145,25,25.6,26,"4/30/2006",120,2006120,"F",20.6,"32.2",12.2,12.7,72.5,"11.6","147.32","200.445","40.3",52.8,156,104,50,308,"0.13",19.5959596,17.87878788,15.73099415,2.373737374,7.474747475,1.871345029,0.0762,3.9624,2.0828,38,60,36,0,0,0
"334",1308,2006,5,2,"GG","NBU206","GG NBU206","0965-66117","5/30/2006",150,"5/30/2006",2006150,150,28,27.3,27,"5/2/2006",122,2006122,"F",22.8,"35.2",12.7,13.6,76.4,"12.4","168.64","231.44","41.2",58.8,187,129,77,345,"0.12",19.94949495,15.85858586,15.81871345,4.292929293,6.01010101,1.286549708,2.7432,1.4478,1.9304,56,37,27,0,0,0
"335",1305,2006,5,3,"HF","NBU206","HF NBU206","0965-66118","5/30/2006",150,"5/30/2006",2006150,150,27,25.5,25,"5/3/2006",123,2006123,"F",20.7,"31.8",11.6,11.8,71.5,"11.1","130.98","186.03","39.7",55.1,156,102,47,293,"0.12",19.84848485,15.35353535,15.84795322,4.949494949,5.505050505,1.081871345,2.7432,1.4478,1.9304,62,28,24,0,0,0
"336",1281,2006,5,3,"JD","HAW206","JD HAW206","0965-66120","5/31/2006",151,"5/31/2006",2006151,151,28,26.3,26,"5/3/2006",123,2006123,"F",22.4,"34.5",12.8,12.9,74.4,"12.1","156.09","221.6625","39.9",56.2,169,113,65,317,"0.12",19.84848485,15.35353535,15.84795322,4.949494949,5.505050505,1.081871345,2.7432,1.4478,1.9304,62,28,24,0,0,0
"337",1283,2006,5,3,"LB","HAW206","LB HAW206","0965-66122","5/31/2006",151,"5/31/2006",2006151,151,28,27.6,28,"5/3/2006",123,2006123,"F",23.6,"35.6",14.5,13.7,77.7,"12","164.4","250.98","42.1",60.9,195,134,80,389,"0.12",19.84848485,15.35353535,15.84795322,4.949494949,5.505050505,1.081871345,2.7432,1.4478,1.9304,62,28,24,0,0,0
"338",1268,2006,5,7,"MA","DOG206","MA DOG206","0965-66123","6/5/2006",156,"6/5/2006",2006156,156,29,28.3,28,"5/7/2006",127,2006127,"F",25,"31.8",13.4,13.7,79.7,"6.8","93.16","215.445","47.9",59.1,199,140,90,377,"0.12",18.53535354,16.71717172,16.75438596,6.515151515,5.909090909,1.198830409,3.429,2.54,1.5748,64,46,35,0,0,0
"339",1285,2006,5,18,"doa","JUDD06","doa JUDD06","","6/12/2006",163,"6/12/2006",2006163,163,25,26.2,26,"5/18/2006",138,2006138,"F",21.4,"35.4",13.8,13,73.6,"14","182","237.18","38.2",54.6,164,118,54,315,"0.12",16.71717172,24.19191919,19.29824561,5.909090909,12.37373737,5.116959064,2.54,7.5184,3.429,46,168,96,0,37,0
"340",1284,2006,5,19,"SU","JUDD06","SU JUDD06","0965-66127","6/12/2006",163,"6/12/2006",2006163,163,24,24.3,24,"5/19/2006",139,2006139,"F",18.4,"28.6",11.6,11.4,67.9,"10.2","116.28","164.45","39.3",50.8,124,69,25,270,"0.13",17.42424242,23.23232323,19.38596491,6.060606061,12.62626263,5.409356725,2.54,7.7724,3.6322,54,161,98,0,37,0
"341",1330,2006,5,21,"CJ","SLO206","CJ SLO206","0965-66128","6/17/2006",168,"6/17/2006",2006168,168,27,26.3,26,"5/21/2006",141,2006141,"F",21.3,"32.4",10.7,12.4,72.6,"11.1","137.64","187.11","40.2",57.6,173,114,63,342,"0.12",20.25252525,20.45454545,18.42105263,8.232323232,11.01010101,5.643274854,2.4384,8.7122,4.0386,103,117,90,21,16,0
"342",1352,2007,4,12,"BI","LOCO07","BI LOCO07","0965-66136","5/6/2007",126,"5/6/2007",2007126,126,24,25.2,25,"4/12/2007",102,2007102,"F",21.7,"33.6",13,12.7,75.1,"11.9","151.13","215.88","41.5",59.2,148,91,48,385,"0.12",8.636363636,16.71717172,8.216374269,-0.555555556,4.242424242,-2.16374269,5.9182,2.7178,3.8862,2,38,6,0,0,0
"343",1361,2007,4,15,"KZ","SPRU07","KZ SPRU07","0965-66145","5/12/2007",132,"5/12/2007",2007132,132,27,26.4,26,"4/15/2007",105,2007105,"F",23.2,"34.5",11.7,12.7,76.1,"11.3","143.51","210.45","41.6",57.4,174,112,67,393,"0.13",12.62626263,15.3030303,7.30994152,0.858585859,2.676767677,-2.426900585,4.6482,2.2352,2.6162,26,14,2,0,0,0
"344",1364,2007,4,15,"OV","SPRU07","OV SPRU07","0965-66148","5/12/2007",132,"5/12/2007",2007132,132,27,26.4,26,"4/15/2007",105,2007105,"F",23.2,"35.4",13,12.8,76.9,"12.2","156.16","228.33","41.5",60.5,171,112,68,390,"0.12",12.62626263,15.3030303,7.30994152,0.858585859,2.676767677,-2.426900585,4.6482,2.2352,2.6162,26,14,2,0,0,0
"345",1356,2007,4,16,"FE","STAD07","FE STAD07","0965-66140","5/12/2007",132,"5/12/2007",2007132,132,26,26.4,26,"4/16/2007",106,2007106,"F",21.9,"34.9",12.7,12.4,74.8,"13","161.2","218.9975","39.9",57.6,172,118,62,364,"0.12",12.77777778,15.85858586,6.637426901,0.808080808,2.474747475,-2.631578947,5.3848,1.0922,4.064,26,14,2,0,0,0
"346",1358,2007,4,16,"HC","STAD07","HC STAD07","0965-66142","5/12/2007",132,"5/12/2007",2007132,132,26,26.4,26,"4/16/2007",106,2007106,"F",22.1,"33.4",12.4,12.3,74,"11.3","138.99","206.245","40.6",57.7,172,115,66,355,"0.12",12.77777778,15.85858586,6.637426901,0.808080808,2.474747475,-2.631578947,5.3848,1.0922,4.064,26,14,2,0,0,0
"347",1362,2007,4,16,"LY","SPRU07","LY SPRU07","0965-66146","5/12/2007",132,"5/12/2007",2007132,132,26,26.1,26,"4/16/2007",106,2007106,"F",22.5,"35",11.4,11.6,76.3,"12.5","145","201.25","41.3",57.6,167,108,61,365,"0.12",12.77777778,15.85858586,6.637426901,0.808080808,2.474747475,-2.631578947,5.3848,1.0922,4.064,26,14,2,0,0,0
