measureDate,id ,name,deathDate,nestName,nestNameYear,deathAge,species,hatchDate,year,hatchYear,billNT,rank,billWidth,remarks,billDepth,tec,head,mouthColor,skull,futureBreeder,tarsus,wingChord,bloodTube ,manus,bloodSpotsBelly,7thPrim,broodSize,exp7thPrim,Band match,p7Ratio,initialBandDateJuly,tailLength,initialBandDate,weight,weakHungerBars,age,strongHungerBars,sexSummary,modHungerBars,DNASex,extremeHungerBars,behaviorSex,alias,bandNumber,nestlingData,colorBands,p7Squared,radioFrequency,WtTarsusIndex,jDay,ageCategory,markDate,vetReference,location
12/19/2009,S-OBP NET109,S-OBP,,NET,NET109,,Corvus brachyrhynchos,,2009,,37.9,,15,,17.9,51.2,97.5,,46.3,,62.1,309,,,,246,,,,,,173,,540,,0,,,,,,,,1055-11661,,S-OBP,60516,,8.695652174,,,,,
4/4/2010,O6 NET110,O6,,NET,NET110,,Corvus ossifragus,,2010,,27.8,,12.8,FICR; white in prim 8-9(?) 6th prim stripped of barbs and broken off at ca. 1/2 point,14.5,36.5,76.4,0,39.9,,44.9,262,sample in lysis buffer,,,214,,,,,,153,,280,,1,,,,,,,,734-77642,,S-WFA,45796,,6.236080178,,,,,
4/4/2010,P7 NET110,P7,,NET,NET110,,Corvus brachyrhynchos,,2010,,33.3,,14.9,wear on bill to make notch (pic); ,16.5,44.5,89.1,,44.6,,58,303,sample in lysis buffer,,,248,,,,,,173,,435,,1,,,,,,,,1055-11662,,S-BFA,61504,,7.5,,,,,
4/4/2010,7Z (blue) NET110,7Z (blue),,NET,NET110,,Corvus brachyrhynchos,,2010,,34.2,,13.4,,17.1,45.7,91.4,,45.7,,59.6,317,sample in lysis buffer,,,258,,,,,,176,,439,,2,,,,,,,,1055-11663,,WS-FA,66564,,7.365771812,,,,,
4/4/2010,6Y(blue) NET110,6Y(blue),,NET,NET110,,Corvus brachyrhynchos,,2010,,35.1,,14.7,,17.9,44.7,90.6,0,45.9,,56.5,299,sample in lysis buffer,,,241,,,,,,166,,451,,2,,,,,,,,1055-11664,,BS-FA,58081,,7.982300885,,,,,
4/4/2010,Q8 NET110,Q8,,NET,NET110,,Corvus brachyrhynchos,,2010,,37.1,,14.6,,18.6,49.2,96,,46.8,,62.1,311,sample in lysis buffer,,,247,,,,,,175,,532,,1,,,,,,,,1055-11665,,S-YFA,61009,,8.566827697,,,,,
4/4/2010,FG (purple) NET110,FG (purple),,NET,NET110,,Corvus brachyrhynchos,,2010,,38.4,,14.8,,18.5,50.5,96,,45.5,,54.2,321,sample in lysis buffer,,,257,,,,,,182,,489,,2,,,,,,,,1055-11666,,YS-FA,66049,,9.022140221,,,,,
4/4/2010,GF (purple) NET110,GF (purple),,NET,NET110,,Corvus brachyrhynchos,,2010,,33.6,,14,,16.8,45.1,89.2,,44.1,,60.9,307,sample in lysis buffer,,,248,,,,,,178,,472,,2,,,,,,,,1055-11667,,OS-FA,61504,,7.750410509,,,,,
4/4/2010,R9 NET110,R9,,NET,NET110,,Corvus brachyrhynchos,,2010,,37.4,,14,,18.5,49.8,97,,47.2,,59.6,305,sample in lysis buffer,,,249,,,,,,175,,501,,1,,,,,,,,1055-11668,,S-OFA,62001,,8.406040268,,,,,
4/25/2010,S0 NET210,S0,,NET,NET210,,Corvus brachyrhynchos,,2010,,34.7,,15.7,,18.2,47.3,93.8,,46.5,,61,307,,,,243,,,,,,175,,520,,1,,,,,,,,1055-10669,,S-WOY,59049,,8.524590164,,,,,
4/25/2010,HE (purple) NET210,HE (purple),,NET,NET210,,Corvus brachyrhynchos,,2010,,33.2,,14,,17.1,45.3,89.8,,44.5,,56.6,291,,,,235,,,,,,171,,495,,2,,,,,,,,1055-11670,,BS-RA,55225,,8.745583039,,,,,
4/25/2010,ID (former DI)   NET106,ID (former DI)  ,,NET,NET106,,Corvus brachyrhynchos,,2010,,35.2,,15.1,RETAG DI as ID,17.4,47.4,92.2,,44.8,,61.9,322,,,,260,,,,,,190,,505,,4,,,,,,,,0965-66133,,O-BBS,67600,,8.158319871,,,,,
12/4/2011,E3 NET111,E3,,NET,NET111,,Corvus brachyrhynchos,,2011,,35.9,,12.8,American Crow juvenile; gray tag,17,44.8,89,,44.2,,57.2,302,,,,240,,,,,,180,,455,,,,,,,,,,1055-11548,,ARS-P,57600,,7.954545455,338,,,,
12/4/2011,3A NET111,3A,,NET,NET111,,Corvus brachyrhynchos,,2011,,32.8,,12.5,American Crow adult; blue tag,17.6,43.7,89.6,,45.9,,59.9,306,,,,245,,,,,,162,,481,,,,,,,,,,1055-11549,,WS-AW,60025,,8.030050083,338,,,,
12/4/2011,7E NET111,7E,,NET,NET111,,Corvus brachyrhynchos,,2011,,35.4,,15.1,American Crow adult; blue tag,18.7,44.5,93.5,,49,,59.2,325,,,,255,,,,,,190,,535,,,,,,,,,,1055-11550,,BS-AW,65025,,9.037162162,338,,,,
12/4/2011,G5 NET111,G5,,NET,NET111,,Corvus ossifragus,,2011,,26.6,,11.5,Fish Crow; gray tag,14.3,36.4,74.9,,38.5,,44.5,260,,,,194,,,,,,137,,260,,,,,,,,,,734-77643,,FRS-P,37636,,5.842696629,338,,,,
12/4/2011,0H NET111,0H,,NET,NET111,,Corvus ossifragus,,2011,,,,,Fish Crow adult; blue tag; tag on right wing only; escaped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734-77644,,OS-AW,,,,338,,,,
12/4/2011,T1 NET111,T1,,NET,NET111,,Corvus ossifragus,,2011,,27.3,,12.3,Fish Crow adult; tan tag; slow to stop bleeding,13.7,39.4,73.6,,34.2,,42.8,279,,,,228,,,,,,158,,262,,,,,,,,,,734-77645,,PS-AW,51984,,6.121495327,338,,,,
12/4/2011,E3 NET111,E3,,NET,NET111,,Corvus brachyrhynchos,,2011,,35.9,,12.8,American Crow juvenile; gray tag,17,44.8,89,,44.2,,57.2,302,,,,240,,,,,,180,,455,,,,,,,,,,1055-11548,,ARS-P,57600,,7.954545455,338,,,,
12/4/2011,3A NET111,3A,,NET,NET111,,Corvus brachyrhynchos,,2011,,32.8,,12.5,American Crow adult; blue tag,17.6,43.7,89.6,,45.9,,59.9,306,,,,245,,,,,,162,,481,,,,,,,,,,1055-11549,,WS-AW,60025,,8.030050083,338,,,,
12/4/2011,7E NET111,7E,,NET,NET111,,Corvus brachyrhynchos,,2011,,35.4,,15.1,American Crow adult; blue tag,18.7,44.5,93.5,,49,,59.2,325,,,,255,,,,,,190,,535,,,,,,,,,,1055-11550,,BS-AW,65025,,9.037162162,338,,,,
12/4/2011,G5 NET111,G5,,NET,NET111,,Corvus ossifragus,,2011,,26.6,,11.5,Fish Crow; gray tag,14.3,36.4,74.9,,38.5,,44.5,260,,,,194,,,,,,137,,260,,,,,,,,,,734-77643,,FRS-P,37636,,5.842696629,338,,,,
12/4/2011,0H NET111,0H,,NET,NET111,,Corvus ossifragus,,2011,,,,,Fish Crow adult; blue tag; tag on right wing only; escaped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734-77644,,OS-AW,,,,338,,,,
12/4/2011,T1 NET111,T1,,NET,NET111,,Corvus ossifragus,,2011,,27.3,,12.3,Fish Crow adult; tan tag. Slow to stop bleeding,13.7,39.4,73.6,,34.2,,42.8,279,,,,228,,,,,,158,,262,,,,,,,,,,734-77645,,PS-AW,51984,,6.121495327,338,,,,
1/15/2012,3K NET112,3K,,NET,NET112,,Corvus brachyrhynchos,,2012,,38.8,,13.9,"American Crow; bill has hook; swelling above left eye and swollen/gunky left gape, left eye bulging. Given radio.",19.6,50.6,96.6,,46,,58.6,296,,,,252,,,,,,181,,535,,,,,,,,,,1055-11547,,RS-AB,63504,,9.129692833,15,,,,
1/15/2012,H6 NET112,H6,,NET,NET112,,Corvus ossifragus,,2012,,27.2,,12.5,Fish Crow; juvenile; grey tag,13,40.7,77.4,,36.7,,47,255,,,,213,,,,,,140,,293,,,,,,,,,,734-77646,,WAS-B,45369,,6.234042553,15,,,,
1/15/2012,6N NET112,6N,,NET,NET112,,Corvus brachyrhynchos,,2012,,34.6,,14.6,American Crow; lethargic; keel pronounced; gape mildly pink; tail 2 yr old-,16.9,47.2,88.8,,41.6,,58.4,306,,,,245,,,,,,186,,335,,,,,,,,,,1055-11551,,AS-AB,60025,,5.73630137,15,,,,
1/15/2012,0R NET112,0R,,NET,NET112,,Corvus brachyrhynchos,,2012,,37.3,,13.9,American Crow. Given radio.,17.9,49.8,95,,45.2,,63.3,303,,,,239,,,,,,175,,525,,,,,,,,,,1055-11552,,FS-AB,57121,,8.293838863,15,,,,
1/15/2012,1S NET112,1S,,NET,NET112,,Corvus brachyrhynchos,,2012,,36.2,,15.9,American Crow; heft with broad shoulders,18.6,50.6,94.3,,43.7,,59,325,,,,268,,,,,,188,,530,,,,,,,,,,1055-11553,,BS-BA,71824,,8.983050847,15,,,,
3/17/2013,5S NET113,5S,,NET,NET113,,Corvus brachyrhynchos,,2013,,32.6,,14.8,juvenile; 1 stromg 1 moderate fault bar- not across all feathers,16.7,42.7,89.2,,46.5,,57.4,295,,,,232,,,,,,168,,480,,,,,,,,,,1055-18054,,WF-SM,53824,,8.362369338,,,,,
3/17/2013,2T NET113,2T,,NET,NET113,,Corvus brachyrhynchos,,2013,,32.3,,12.6,adult; silver band upside down,16.2,44.3,88.7,,44.4,,56.5,305,,,,242,,,,,,166,,432,,,,,,,,,,1055-18055,,BS-MF,58564,,7.646017699,,,,,
3/17/2013,6T NET113,6T,,NET,NET113,,Corvus brachyrhynchos,,2013,,36.3,,14.2,juvenile; long hook on top mandible,17.4,45.6,93.6,,48,,58.5,291,,,,240,,,,,,168,,545,,,,,,,,,,1055-18056,,YF-SM,57600,,9.316239316,,,,,
3/17/2013,4V NET113,4V,,NET,NET113,,Corvus brachyrhynchos,,2013,,36.2,,13.9,adult; ,17.3,48.4,94.6,,46.2,,57.7,321,,,,263,,,,,,181,,491,,,,,,,,,,1055-18057,,LS-MF,69169,,8.509532062,,,,,
3/17/2013,7U NET113,7U,,NET,NET113,,Corvus brachyrhynchos,,2013,,33.9,,14.4,juvenile; glossy for juvenile; feet very dark,18.3,48,95,,47,,61.3,316,,,,250,,,,,,178,,605,,,,,,,,,,1055-18058,,OF-SM,62500,,9.86949429,,,,,
3/17/2013,5W NET113,5W,,NET,NET113,,Corvus brachyrhynchos,,2013,,,,,adult; not measured or bled; escaped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1055-18059,,MS-MF,,,,,,,,
3/17/2013,6X NET113,6X,,NET,NET113,,Corvus brachyrhynchos,,2013,,37.3,,14.1,adult; ,19.6,49.7,96,,46.3,,59.9,310,,,,248,,,,,,172,,530,,,,,,,,,,1055-18060,,RS-MF,61504,,8.848080134,,,,,
3/17/2013,7Y NET113,7Y,,NET,NET113,,Corvus brachyrhynchos,,2013,,34.4,,14.3,adult; ,20,47.3,93.1,,45.8,,62,328,,,,269,,,,,,186,,528,,,,,,,,,,1055-18061,,AS-MF,72361,,8.516129032,,,,,
2/8/2014,46 NET114,46,,NET,NET114,,Corvus brachyrhynchos,,2014,,36.1,,14.9,ASY. Blue tag.,18.4,48.1,95.8,0,47.7,,56.9,328,,,,258,,,,,,193,,550,,,,,,,,,,1125-01527,,FS-PF,66564,,9.666080844,,,,,
2/8/2014,35 NET114,35,,NET,NET114,,Corvus brachyrhynchos,,2014,,40.2,,14.2,"SY; green tag. tail tips only lightly worn. Molt limits apparent in one or two primary coverts on top, but quite a few under the wing. Banded by Jenn; band upside down.",19,53.1,98.9,0,45.8,,61.8,320,,,,245,,,,,,184,,565,,,,,,,,,,1125-01528,,FPF-S,60025,,9.142394822,,,,,
2/8/2014,57 NET114,57,,NET,NET114,,Corvus brachyrhynchos,,2014,,37.7,,14,"ripples on bill just in front of nares. No molt limits, but several wing coverts were purplish on one half of vane and dull brown on other, looking very much like it. Tail tips slightly pointed, but in great shape. Probable TY, 2012 cohort, but given blue tag.",18.8,50.2,95.4,0,45.2,,59.1,316,,,,239,,,,,,182,,535,,,,,,,,,,1125-01529,,PS-PF,57121,,9.052453469,,,,,
8/17/2014,MN NET214,MN,,NET,NET214,,Corvus ossifragus,,2014,,25.9,,12.5,"Fish Crow;HY juvenile FICR;gape,2 pink spots on left above and below the bill;",13.2,37.4,72.8,0,35.4,,42.7,268,14-098,,,216,,,,,,150,,275,,0,,,,,,,,734-77648,,SWF-O,46656,,6.44028103,,,,,
8/17/2014,NM NET214,NM,,NET,NET214,,Corvus brachyrhynchos,,2014,,32.8,,12.7,AMCR- Pox;juvenile large pox on left ankle & 2 outer toes on left & right ankle and central toe on the right;small dry pox near left eye; small pox eye rim on right eye;,16.4,44.4,87.4,0,43,,57.6,290,14-099,,,233,,,,,,169,,417,,0,,,,,,,,1125-01622,,SBF-O,54289,,7.239583333,,,,,
8/17/2014,QJ NET214,QJ,,NET,NET214,,Corvus brachyrhynchos,,2014,,34.1,,13.7,AMCR-juv pox on right ankle and left toes&elbows,17.1,46.2,92.1,0,45.9,,59,300,14-100,,,240,,,,,,166,,505,,0,,,,,,,,1125-01623,,SYF-O,57600,,8.559322034,,,,,
8/17/2014,38 SSAP14,38,,SSAP,SSAP14,,Corvus brachyrhynchos,,2014,,35.7,,14,Recapture;right nasal bristles are a bit thin;extensive body molt;,17.6,48.2,94.7,,46.5,,61.2,300,nestling file 14,,,241,,,,,,163,,520,,0,,,,,,,,unchanged from May 14 banding as nestling,,unchanged,58081,,8.496732026,,,,,
8/17/2014,TG NET214,TG,,NET,NET214,,Corvus ossifragus,,2014,,27.7,,10.9,FICR-Juvenile,13.9,40.5,77.5,0,37,,47.2,275,14-101,,,220,,,,,,149,,310,,0,,,,,,,,734-77649,,SLF-O,48400,,6.56779661,,,,,
8/17/2014,O6 NET110,O6,,NET,NET110,,Corvus ossifragus,,2014,,27.2,,10.9,FICR-no pox; released accidentally,14.5,38.5,76,,37.5,,46,280,adult 2010 file,,,215,,,,,,150,,0,,5,,,,,,,,unchanged from NET110,,S-WFA,46225,,0,,,,,
8/17/2014,UF NET214,UF,,NET,NET214,,Corvus brachyrhynchos,,2014,,35.2,,15.1,"AMCR-eyes swollen; swelling in front of left eye;nares are crusted;little swelling on right eye; right leg pox on ; hallux;toe 4 pox on right leg;left foot pox on toes 1,3,4,small;juvenile",18.3,48.7,96.3,2,47.6,,65.3,310,14-102,,,246,,,,,,166,,510,,0,,,,,,,,1125-01624,,SOF-O,60516,,7.810107198,,,,,
8/17/2014,HJ NET214,HJ,,NET,NET214,,Corvus brachyrhynchos,,2014,,34.5,,13.9,AMCR-Juvenile with blue tag due to out of brown;slighltly swollen left year;tiny pox behind right eye,17.7,47.5,93.7,0,46.2,,60.5,307,14-104,,,239,,,,,,174,,462,,0,,,,,,,,1125-01626,,SRF-O,57121,,7.636363636,,,,,
8/17/2014,II NET214,II,,NET,NET214,,Corvus ossifragus,,2014,,30.7,,9.8,FICR  remaining outer retrices measured for tail due to molting;no pox; looks healthy;,13.6,42.9,81.3,0,38.4,,46.9,292,14-105,,,234,,,,,,160,,345,,0,,,,,,,,734-77650,,WS-FO,54756,,7.356076759,,,,,
8/17/2014,JH NET214,JH,,NET,NET214,,Corvus brachyrhynchos,,2014,,36.6,,15.1,AMCR- not many retrices;no pox;,17.7,49.6,95.8,0,46.2,,63.3,305,14-106,,,230,,,,,,190,,502,,0,,,,,,,,1125-01627,,BS-FO,52900,,7.930489731,,,,,
8/17/2014,LF NET214,LF,,NET,NET214,,Corvus brachyrhynchos,,2014,,30.8,,13.4,"AMCR-area in front of both eyes slightly swollen;brow slightly reddish-scraped (trap wire?), injured; potential pox on left leg digits 3 &4;maybe flew in to wire of trap; blue tagged juvenile",16.2,42,85.9,0,43.9,,57.9,290,14-107,,,236,,,,,,159,,400,,0,,,,,,,,1125-16268,,SAF-O,55696,,6.908462867,,,,,
8/17/2014,KG NET214,KG,,NET,NET214,,Corvus ossifragus,,2014,,26.5,,11.5,FICR-Adult blue tag; tail outer retrices avail; no pox seen;,14.3,33.1,73,0,39.9,,42.5,255,14-108,,,199,,,,,,139,,260,,0,,,,,,,,734-77651,,YS-FO,39601,,6.117647059,,,,,
8/17/2014,WD NET214,WD,,NET,NET214,,Corvus brachyrhynchos,,2014,,33.2,,14.7,"AMCR-small pox on toes of rt foot, head molt started (bare skin), ",17.4,44.9,93.4,2,48.5,,0,305,14-103,,,241,,,,,,172,,495,,0,,,,,,,,1125-,,,58081,,?,,,,,
8/17/2014,ME NET214,ME,,NET,NET214,,Corvus ossifragus,,2014,,25.8,,10.8,"Fish crow, adult, escaped before end of measurement, black mouth, no pox",14.5,36.8,,,-36.8,,,,14-109,,,,,,,,,,,,,0,,,,,,,,734-77652,,LS-FO,,,,,,,,
8/17/2014,78 NET214,78,,NET,NET214,,Corvus ossifragus,,2014,,25,,10.7,"Fish crow, AHY, central retrices squared and growing in, mouth black, ",13.8,35,72.5,,37.5,,41.7,276,14-110,,,223,,,,,,148,,289,,0,,,,,,,,734-77653,,OS-FO,49729,,6.930455635,,,,,
8/17/2014,89 NET214,89,,NET,NET214,,Corvus ossifragus,,2014,,31.4,,11.6,"Fish crow, AHY",15.6,40.5,80.6,,40.1,,43.1,296,14-111,,,240,,,,,,178,,321,,0,,,,,,,,734-77654,,PS-FO,57600,,7.447795824,,,,,
8/17/2014,13 NET214,13,,NET,NET214,,Corvus ossifragus,,2014,,27.2,,11.7,Juvenile fish crow HY; 2 toes look rubbed or white; head molt; one possible pox on left center toe,14.2,38.3,76,,37.7,,45.2,260,14-112,,,200,,,,,,146,,265,,0,,,,,,,,734-77655,,SFF-F,40000,,5.862831858,,,,,
8/17/2014,02 NET214,2,,NET,NET214,,Corvus ossifragus,,2014,,26.6,,10.7,"Fish crow, AHY, black mouth but pink under tongue, central retrices squared",14.3,38.3,75.3,,37,,44,270,14-113,,,220,,,,,,150,,276,,0,,,,,,,,734-77656,,RS-FO,48400,,6.272727273,,,,,
8/17/2014,90 NET214,90,,NET,NET214,,Corvus ossifragus,,2014,,30.7,,12.7,"Fish crow, AHY, black mouth",14.7,45.6,81.6,,36,,48.9,295,14-114,,,244,,,,,,169,,330,,0,,,,,,,,734-77657,,AS-OF,59536,,6.748466258,,,,,
11/23/2014,BX NET314,BX,,NET,NET314,,Corvus brachyrhynchos,,2014,,33.6,,12.4,,17.4,45.1,90.5,,45.4,,56.3,320,,,,228,,,,,,175,,500,,0,,,,,,,,1125-01629,,SWH-F,51984,150.07,8.880994671,,,,,
11/23/2014,CW NET314,CW,,NET,NET314,,Corvus brachyrhynchos,,2014,,32.5,,10.3,scab on front of right wing; tail very worn,15.7,43.7,85.3,,41.6,,53.3,283,,,,225,,,,,,160,,410,,0,,,,,,,,1125-01630,,SBH-F,50625,150.0303,7.692307692,,,,,
11/23/2014,DV NET314,DV,,NET,NET314,,Corvus brachyrhynchos,,2014,,38.5,,14.5,,18.6,51.3,94.9,,43.6,,60.9,303,,,,244,,,,,,169,,535,,0,,,,,,,,1125-01631,,SYH-F,59536,151.086,8.784893268,,,,,
11/22/2014,doa ,doa,,,,,Corvus brachyrhynchos,,2014,,32.5,,12.4,found dead on compost piles,15.6,43.4,89,,45.6,,55,298,,,,253,,,,,,182,,350,,,,,,,,,,,,,64009,,6.363636364,,,,,
8/22/2015,YX NET115,YX,,NET,NET115,,Corvus brachyrhynchos,,2015,,34.9,,15,"American crow, tongue mostly grey-black, mouth all pink, heavy molt-especially on head, radio-tagged",16.8,46.3,91.7,,45.4,,53.6,290,15-058,,,238,,,,,,160,,455,,0,,,,,,,,1125-01686,,SW-HF,56644,149.191,8.48880597,234,,,,
8/22/2015,ZW NET115,ZW,,NET,NET115,,Corvus ossifragus,,2015,,27.6,,14,fish crow,14.1,38.9,77.5,,38.6,,46.3,264,,,,218,,,,,,150,,315,,0,,,,,,,,734-77658,,SB-HF,47524,,6.803455724,234,,,,
8/22/2015,AU NET115,AU,,NET,NET115,,Corvus ossifragus,,2015,,28.2,,12.9,"fish crow, black spot on tongue",13.7,40.1,76.4,,36.3,,45.9,263,,,,209,,,,,,153,,270,,0,,,,,,,,734-77659,,SY-HF,43681,,5.882352941,234,,,,
8/22/2015,CS NET115,CS,,NET,NET115,,Corvus ossifragus,,2015,,25.3,,10.7,"fish crow, black tip on tongue, yellowish skin (dry skin under wings)",13.5,37.9,74.7,,36.8,,46.8,250,,,,208,,,,,,136,,280,,0,,,,,,,,734-77660,,SO-HF,43264,,5.982905983,234,,,,
8/22/2015,GS NET115,GS,,NET,NET115,,Corvus ossifragus,,2015,,25.9,,11.5,fish crow,14.4,37.1,74.4,,37.3,,44.1,254,,,,209,,,,,,144,,270,,0,,,,,,,,734-77661,,PS-PO,43681,,6.12244898,234,,,,
8/22/2015,JP NET115,JP,,NET,NET115,,Corvus ossifragus,,2015,,27.5,,11.6,"fish crow, 7th primary growing in",13.1,37.3,73.6,,36.3,,44.3,250,,,,170,,,,,,150,,255,,0,,,,,,,,734-77662,,OS-PO,28900,,5.756207675,234,,,,
11/21/2015,AU NET115,AU,,NET,NET115,,Corvus ossifragus,,2015,,28.5,,12.3,fish crow,14.8,41.6,76,,34.4,,45.7,253,(previously sampled),,,200,,,,,,136,,270,,0,,,,,,,,already banded,,,40000,,5.90809628,325,,,,
11/21/2015,CS NET115,CS,,NET,NET115,,Corvus ossifragus,,2015,,26.6,,12.7,fish crow,14.8,40.2,76.4,,36.2,,46,256,(previously sampled),,,196,,,,,,135,,302,,0,,,,,,,,already banded,,,38416,,6.565217391,325,,,,
11/21/2015,KG NET214,KG,,NET,NET214,,Corvus ossifragus,,2015,,27.5,,12.3,"fish crow, mouth solid black",14.4,37.8,73.9,,36.1,,43.2,284,(previously sampled),,,230,,,,,,159,,258,,0,,,,,,,,already banded,,,52900,,5.972222222,325,,,,
11/21/2015,HN NET215,HN,,NET,NET215,,Corvus ossifragus,,2015,,29.2,,12.3,fish crow,15.2,39.3,79.8,,40.5,,44.8,263,15-064,,,213,,,,,,142,,305,,0,,,,,,,,734-77664,,SH-LL,45369,,6.808035714,325,,,,
11/21/2015,FP NET215,FP,,NET,NET215,,Corvus ossifragus,,2015,,30.6,,12.3,"fish crow, radio-tagged",14.6,43.3,81.9,,38.6,,46.9,269,15-065,,,212,,,,,,150,,332,,0,,,,,,,,734-77663,,SF-LL,44944,149.549,7.078891258,325,,,,
11/21/2015,IM NET215,IM,,NET,NET215,,Corvus ossifragus,,2015,,36.1,,13,American crow,17.9,48.1,93.9,,45.8,,59.5,317,15-066,,,252,,,,,,185,,540,,0,,,,,,,,1125-01687,,SA-LL,63504,150.778,9.075630252,325,,,,
11/21/2015,KO NET215,KO,,NET,NET215,,Corvus ossifragus,,2015,,29.7,,14.4,fish crow,15.4,39,79.2,,40.2,,45.2,278,15-067,,,222,,,,,,160,,320,,0,,,,,,,,734-77665,,HS-HO,49284,,7.079646018,325,,,,
11/21/2015,LN NET215,LN,,NET,NET215,,Corvus ossifragus,,2015,,28.5,,13.7,fish crow,14,41,77.3,,36.3,,44.3,283,15-068,,,224,,,,,,163,,277,,0,,,,,,,,734-77666,,FS-HO,50176,,6.25282167,325,,,,
11/21/2015,JL NET215,JL,,NET,NET215,,Corvus brachyrhynchos,,2015,,36.2,,15.5,American crow,17.6,48.9,93.5,,44.6,,59.9,300,15-069,,,245,,,,,,172,,475,,0,,,,,,,,1125-01688,,SR-LL,60025,,7.929883139,325,,,,
11/21/2015,NL NET215,NL,,NET,NET215,,Corvus brachyrhynchos,,2015,,32.5,,14.4,"American crow-throat still rosy hue, tail looks 2-3 year",17.5,43.3,88.4,,45.1,,58,315,15-070,,,255,,,,,,180,,470,,0,,,,,,,,1125-01689,,AS-HO,65025,149.47,8.103448276,325,,,,
11/21/2015,KK NET215,KK,,NET,NET215,,Corvus ossifragus,,2015,,29.4,,14,fish crow,15.2,44.1,79.6,,35.5,,45,268,escaped-no sample,,,206,,,,,,135,,325,,0,,,,,,,,734-77667,,SP-HF,42436,,7.222222222,325,,,,
11/21/2015,LJ NET215,LJ,,NET,NET215,,Corvus brachyrhynchos,,2015,,32.1,,15.2,American crow,17,46.2,89.4,,43.2,,60.5,290,15-071,,,234,,,,,,166,,478,,0,,,,,,,,1125-01690,,SR-HF,54756,,7.900826446,325,,,,
11/21/2015,MI NET215,MI,,NET,NET215,,Corvus brachyrhynchos,,2015,,32.4,,14,"American crow-pox by eye, on toes",16.8,45.2,86.5,,41.3,,55.9,278,15-072,,,219,,,,,,155,,390,,0,,,,,,,,1125-01691,,SA-HF,47961,,6.976744186,325,,,,
11/28/2015,QI NET315,QI,,NET,NET315,,Corvus brachyrhynchos,,2015,,33.5,,13.5,"American crow, pink throat, under tongue; dark tongue, palate and inside lower bill (see pictures)",17.4,43.2,88.4,,45.2,,58,320,15-075,,,255,,,,,,170,,475,,22014,,,,,,,,1125-01692,,RS-HO,65025,150.818,8.189655172,,,,,
11/28/2015,NH NET315,NH,,NET,NET315,,Corvus brachyrhynchos,,2015,,35.2,,14.2,American crow,18.4,47.4,92,,44.6,,58.8,301,15-073,,,242,,,,,,161,,530,,0,,,,,,,,1125-01693,,SF-HF,58564,151.21,9.013605442,,,,,
11/28/2015,OG NET315,OG,,NET,NET315,,Corvus brachyrhynchos,,2015,,35.2,,15.4,American crow,17,46.7,91.6,,44.9,,57.8,295,15-074,,,241,,,,,,172,,440,,0,,,,,,,,1125-01694,,HS-HF,58081,,7.612456747,,,,,
12 may 15-nest empty;24th May found bird,dead adult SALE15,dead adult,,SALE,SALE15,,Corvus brachyrhynchos,,2015,,31.1,,13,"Found dessicated, insect eaten to bone, under SALE15 nest where property owner had tossed it 1-2 wks before, presumably when nest was depredated. Glossy adult feathers, possible breeding female. Pictures taken.  Date is date of collection. No weight due to dessication; TEC and head compromised with no flesh. ",17.2,44.7,87.9,,43.2,,55,298,"no blood, but took dessicated muscle sample-froze",,,224,,,,,,172,,0,,0,,,,,,,,,,,50176,,0,,,,,
