Date,Obs,Year,Month,Day,Julian, MaxTemp, MinTemp, AtObsTemp, Precip, Snowfall, SnowDepth, HDD, CDD, GDD
8/12/2008,6799,2008,8,12,225,69,56,63,0.1,0,0,2,0,13
8/13/2008,6800,2008,8,13,226,73,48,50, T,0,0,4,0,11
8/14/2008,6801,2008,8,14,227,77,50,57,0,0,0,1,0,14
8/15/2008,6802,2008,8,15,228,76,57,59,0.01,0,0,0,2,17
8/16/2008,6803,2008,8,16,229,76,48,53,0,0,0,3,0,12
8/17/2008,6804,2008,8,17,230,76,53,61,0,0,0,0,0,15
8/18/2008,6805,2008,8,18,231,80,58,63,0,0,0,0,4,19
8/19/2008,6806,2008,8,19,232,82,59,59,0.21,0,0,0,6,21
8/20/2008,6807,2008,8,20,233,67,42,44,0.01,0,0,10,0,5
8/21/2008,6808,2008,8,21,234,70,44,47,0,0,0,8,0,7
8/22/2008,6809,2008,8,22,235,80,47,56,0,0,0,1,0,14
8/23/2008,6810,2008,8,23,236,84,56,65,0,0,0,0,5,20
8/24/2008,6811,2008,8,24,237,80,60,65,0,0,0,0,5,20
8/25/2008,6812,2008,8,25,238,86,61,62,0.11,0,0,0,9,24
8/26/2008,6813,2008,8,26,239,70,43,44,0,0,0,8,0,7
8/27/2008,6814,2008,8,27,240,71,43,49,0,0,0,8,0,7
8/28/2008,6815,2008,8,28,241,78,49,60,0,0,0,1,0,14
8/29/2008,6816,2008,8,29,242,67,58,58,0.12,0,0,2,0,13
8/30/2008,6817,2008,8,30,243,68,58,63,0.15,0,0,2,0,13
8/31/2008,6818,2008,8,31,244,77,47,51, T,0,0,3,0,12
9/1/2008,6819,2008,9,1,245,77,46,50,0,0,0,3,0,12
9/2/2008,6820,2008,9,2,246,77,48,53,0,0,0,2,0,13
9/3/2008,6821,2008,9,3,247,81,51,55,0,0,0,0,1,16
9/4/2008,6822,2008,9,4,248,83,54,62,0,0,0,0,4,19
9/5/2008,6823,2008,9,5,249,87,62,70,0,0,0,0,10,25
9/6/2008,6824,2008,9,6,250,88,65,67,0.06,0,0,0,12,27
9/7/2008,6825,2008,9,7,251,74,59,59,0.08,0,0,0,2,17
9/8/2008,6826,2008,9,8,252,74,48,55,0.02,0,0,4,0,11
9/9/2008,6827,2008,9,9,253,77,55,67,0.02,0,0,0,1,16
9/10/2008,6828,2008,9,10,254,68,43,51,0.02,0,0,9,0,6
9/11/2008,6829,2008,9,11,255,64,39,46,0,0,0,13,0,2
9/12/2008,6830,2008,9,12,256,72,46,64,0,0,0,6,0,9
9/13/2008,6831,2008,9,13,257,67,64,66,0.68,0,0,0,1,16
9/14/2008,6832,2008,9,14,258,75,66,72,0.21,0,0,0,6,21
9/15/2008,6833,2008,9,15,259,87,64,64,0,0,0,0,11,26
9/16/2008,6834,2008,9,16,260,66,46,53,0.09,0,0,9,0,6
9/17/2008,6835,2008,9,17,261,65,40,43,0,0,0,12,0,3
9/18/2008,6836,2008,9,18,262,74,43,53,0,0,0,6,0,9
9/19/2008,6837,2008,9,19,263,64,33,39,0,0,0,16,0,0
9/20/2008,6838,2008,9,20,264,67,39,49,0,0,0,12,0,3
9/21/2008,6839,2008,9,21,265,73,47,48,0,0,0,5,0,10
9/22/2008,6840,2008,9,22,266,69,48,51,0,0,0,6,0,9
9/23/2008,6841,2008,9,23,267,65,37,41,0,0,0,14,0,1
9/24/2008,6842,2008,9,24,268,69,39,47,0,0,0,11,0,4
9/25/2008,6843,2008,9,25,269,76,47,52,0,0,0,3,0,12
9/26/2008,6844,2008,9,26,270,72,44,50,0,0,0,7,0,8
9/27/2008,6845,2008,9,27,271,62,50,60,0.31,0,0,9,0,6
9/28/2008,6846,2008,9,28,272,72,60,62,0.1,0,0,0,1,16
9/29/2008,6847,2008,9,29,273,65,54,54,0.76,0,0,5,0,10
9/30/2008,6848,2008,9,30,274,57,49,50,0.01,0,0,12,0,3
10/1/2008,6849,2008,10,1,275,63,50,52,0.03,0,0,8,0,7
10/2/2008,6850,2008,10,2,276,62,46,46,0.29,0,0,11,0,4
10/3/2008,6851,2008,10,3,277,57,46,46,0.07,0,0,13,0,2
10/4/2008,6852,2008,10,4,278,56,33,37, T,0,0,20,0,0
10/5/2008,6853,2008,10,5,279,59,35,36,0,0,0,18,0,0
10/6/2008,6854,2008,10,6,280,57,36,42,0,0,0,18,0,0
10/7/2008,6855,2008,10,7,281,55,28,30,0,0,0,23,0,0
10/8/2008,6856,2008,10,8,282,60,30,44,0,0,0,20,0,0
10/9/2008,6857,2008,10,9,283,66,44,57,0.06,0,0,10,0,5
10/10/2008,6858,2008,10,10,284,73,36,37,0,0,0,10,0,5
10/11/2008,6859,2008,10,11,285,67,35,38,0,0,0,14,0,1
10/12/2008,6860,2008,10,12,286,69,36,39,0,0,0,12,0,3
10/13/2008,6861,2008,10,13,287,77,39,47,0,0,0,7,0,8
10/14/2008,6862,2008,10,14,288,73,46,50,0,0,0,5,0,10
10/15/2008,6863,2008,10,15,289,78,37,38, T,0,0,7,0,8
10/16/2008,6864,2008,10,16,290,71,38,62,0.23,0,0,10,0,5
10/17/2008,6865,2008,10,17,291,63,43,43,0.18,0,0,12,0,3
10/18/2008,6866,2008,10,18,292,51,25,25,0,0,0,27,0,0
10/19/2008,6867,2008,10,19,293,51,22,23,0,0,0,28,0,0
10/20/2008,6868,2008,10,20,294,52,22,28,0,0,0,28,0,0
10/21/2008,6869,2008,10,21,295,60,28,44,0.18,0,0,21,0,0
10/22/2008,6870,2008,10,22,296,51,35,35,0.26,0,0,22,0,0
10/23/2008,6871,2008,10,23,297,42,24,25,0.04,0,0,32,0,0
10/24/2008,6872,2008,10,24,298,53,24,35,0,0,0,26,0,0
10/25/2008,6873,2008,10,25,299,53,35, M,0.2,0,0,21,0,0
10/26/2008,6874,2008,10,26,300,59,39, M,0.73,0,0,16,0,0
10/27/2008,6875,2008,10,27,301,58,42,46,0.02,0,0,15,0,0
10/28/2008,6876,2008,10,28,302,51,37,38,0.27,0,0,21,0,0
10/29/2008,6877,2008,10,29,303,38,32,33,0.73,0,0,30,0,0
10/30/2008,6878,2008,10,30,304,35,30,33,0.02,0.3, T,32,0,0
10/31/2008,6879,2008,10,31,305,45,25,32,0,0,0,30,0,0
11/1/2008,6880,2008,11,1,306,67,30, M,0,0,0,16,0,0
11/2/2008,6881,2008,11,2,307,49,21, M,0,0,0,30,0,0
11/3/2008,6882,2008,11,3,308,47,27,44,0,0,0,28,0,0
11/4/2008,6883,2008,11,4,309,60,44,47,0,0,0,13,0,2
11/5/2008,6884,2008,11,5,310,60,47,51,0,0,0,11,0,4
11/6/2008,6885,2008,11,6,311,63,38,40,0,0,0,14,0,1
11/7/2008,6886,2008,11,7,312,61,40,52,0.01,0,0,14,0,1
11/8/2008,6887,2008,11,8,313,61,52, M,0.18,0,0,8,0,7
11/9/2008,6888,2008,11,9,314,58,37, M,0.16,0,0,17,0,0
11/10/2008,6889,2008,11,10,315,49,33,35,0.02,0,0,24,0,0
11/11/2008,6890,2008,11,11,316,36,30,36,0.02,0,0,32,0,0
11/12/2008,6891,2008,11,12,317,41,28,31,0,0,0,30,0,0
11/13/2008,6892,2008,11,13,318,46,31,41,0.04,0,0,26,0,0
11/14/2008,6893,2008,11,14,319,50,40,50,0.03,0,0,20,0,0
11/15/2008,6894,2008,11,15,320,64,49,50,0.2,0,0,8,0,7
11/16/2008,6895,2008,11,16,321,53,37,37,1.05,0,0,20,0,0
11/17/2008,6896,2008,11,17,322,40,30,30,0.02,0.6,1,30,0,0
11/18/2008,6897,2008,11,18,323,39,24,26,0.04,1.5,2,33,0,0
11/19/2008,6898,2008,11,19,324,29,19,22,0.01,0.5,3,41,0,0
11/20/2008,6899,2008,11,20,325,27,21,22,0.02,0.4,2,41,0,0
11/21/2008,6900,2008,11,21,326,30,20,21,0.06,1.8,4,40,0,0
11/22/2008,6901,2008,11,22,327,26,15,17,0.02,0.5,4,44,0,0
11/23/2008,6902,2008,11,23,328,24,7,11, T, T,3,49,0,0
11/24/2008,6903,2008,11,24,329,31,11,30,0,0,3,44,0,0
11/25/2008,6904,2008,11,25,330,39,30,32,0.47,0.8,3,30,0,0
11/26/2008,6905,2008,11,26,331,38,25,32,0.07,0.5,3,33,0,0
11/27/2008,6906,2008,11,27,332,36,27,30,0,0, T,33,0,0
11/28/2008,6907,2008,11,28,333,36,30,36, T,0, T,32,0,0
11/29/2008,6908,2008,11,29,334,38,32,33,0,0,0,30,0,0
11/30/2008,6909,2008,11,30,335,38,20,29,0,0,0,36,0,0
12/1/2008,6910,2008,12,1,336,40,29,39,0.39,0,0,30,0,0
12/2/2008,6911,2008,12,2,337,45,32,34,0.03,0.1,0,26,0,0
12/3/2008,6912,2008,12,3,338,35,22,26,0,0,0,36,0,0
12/4/2008,6913,2008,12,4,339,41,26,40,0,0,0,31,0,0
12/5/2008,6914,2008,12,5,340,44,22,24,0,0,0,32,0,0
12/6/2008,6915,2008,12,6,341,29,14,18,0,0,0,43,0,0
12/7/2008,6916,2008,12,7,342,28,18,26, T, T, T,42,0,0
12/8/2008,6917,2008,12,8,343,26,11,11,0.03,1.5,2,46,0,0
12/9/2008,6918,2008,12,9,344,28,10,28,0.03,0.3,2,46,0,0
12/10/2008,6919,2008,12,10,345,51,28,44,0.06,0,0,25,0,0
12/11/2008,6920,2008,12,11,346,44,25,25,0.24,0,0,30,0,0
12/12/2008,6921,2008,12,12,347,30,25,26,0.9,9,9,37,0,0
12/13/2008,6922,2008,12,13,348,28,12,14,0.05,3.8,10,45,0,0
12/14/2008,6923,2008,12,14,349,28,12,28,0,0,10,45,0,0
12/15/2008,6924,2008,12,15,350,46,28,46,0,0,7,28,0,0
12/16/2008,6925,2008,12,16,351,52,23,23,0.02,0,0,27,0,0
12/17/2008,6926,2008,12,17,352,34,22,34,0.18,0.8,1,37,0,0
12/18/2008,6927,2008,12,18,353,35,28,28,0.01,0,1,33,0,0
12/19/2008,6928,2008,12,19,354,36,20,26,0,0,0,37,0,0
12/20/2008,6929,2008,12,20,355,26,11,11,0.52,5.9,6,46,0,0
12/21/2008,6930,2008,12,21,356,24,3,24,0.12,3.6,9,51,0,0
12/22/2008,6931,2008,12,22,357,32,5,6, T, T,8,46,0,0
12/23/2008,6932,2008,12,23,358,19,5,15,0,0,8,53,0,0
12/24/2008,6933,2008,12,24,359,31,15,31,0,0,7,42,0,0
12/25/2008,6934,2008,12,25,360,46,31,32,0.03,0,4,26,0,0
12/26/2008,6935,2008,12,26,361,34,21,21,0,0,4,37,0,0
12/27/2008,6936,2008,12,27,362,36,21,36,0.11,0,3,36,0,0
12/28/2008,6937,2008,12,28,363,51,36,49, T,0,0,21,0,0
12/29/2008,6938,2008,12,29,364,57,32,32,0,0,0,20,0,0
12/30/2008,6939,2008,12,30,365,41,28,28,0,0,0,30,0,0
12/31/2008,6940,2008,12,31,366,31,22,23,0.15,2.5,3,38,0,0
1/1/2009,6941,2009,1,1,1,23,7,8,0.07,1.9,4,50,0,0
1/2/2009,6942,2009,1,2,2,26,8,26, T,0.5,4,48,0,0
1/3/2009,6943,2009,1,3,3,32,8,26, T,0.6,4,45,0,0
1/4/2009,6944,2009,1,4,4,28,1,3,0,0,4,50,0,0
1/5/2009,6945,2009,1,5,5,38,3,33,0,0,1,44,0,0
1/6/2009,6946,2009,1,6,6,36,6,6,0,0,1,44,0,0
1/7/2009,6947,2009,1,7,7,33,6,33,0.13, T,2,45,0,0
1/8/2009,6948,2009,1,8,8,38,28,28,0.13,1.3,3,32,0,0
1/9/2009,6949,2009,1,9,9,28,19,19,0,0,3,41,0,0
1/10/2009,6950,2009,1,10,10,22,4,7,0,0,3,52,0,0
1/11/2009,6951,2009,1,11,11,20,7,16,0.28,3.7,6,51,0,0
1/12/2009,6952,2009,1,12,12,21,1, M,0.01,0.1,5,54,0,0
1/13/2009,6953,2009,1,13,13,26,8,24,0,0,5,48,0,0
1/14/2009,6954,2009,1,14,14,33,6,6,0.01,0.4,6,45,0,0
1/15/2009,6955,2009,1,15,15,13,0,0,0.02,0.6,7,58,0,0
1/16/2009,6956,2009,1,16,16,12,-13,-5, T, T,7,65,0,0
1/17/2009,6957,2009,1,17,17,8,-11,-9,0,0,7,66,0,0
1/18/2009,6958,2009,1,18,18,16,-9,16,0.06,1.2,8,61,0,0
1/19/2009,6959,2009,1,19,19,24,16,18,0.02,2,10,45,0,0
1/20/2009,6960,2009,1,20,20,24,-10,-1,0,0, M,58,0,0
1/21/2009,6961,2009,1,21,21,18,-1,9,0.03, M, M,56,0,0
1/22/2009,6962,2009,1,22,22,22,0,22,0,0,11,54,0,0
1/23/2009,6963,2009,1,23,23,30,11,27,0,0,10,44,0,0
1/24/2009,6964,2009,1,24,24,43,15,15, T, T,8,36,0,0
1/25/2009,6965,2009,1,25,25,15,-3,2,0,0,7,59,0,0
1/26/2009,6966,2009,1,26,26,19,-3,2,0,0,7,57,0,0
1/27/2009,6967,2009,1,27,27,23,2,4,0,0,7,52,0,0
1/28/2009,6968,2009,1,28,28,25,4,22,0.19,1.8,9,50,0,0
1/29/2009,6969,2009,1,29,29,33,16,17,0.2,4,13,40,0,0
1/30/2009,6970,2009,1,30,30,28,16,25,0,0,12,43,0,0
1/31/2009,6971,2009,1,31,31,31,11,12,0,0,11,44,0,0
2/1/2009,6972,2009,2,1,32,25,12,25,0.02,0.2,10,46,0,0
2/2/2009,6973,2009,2,2,33,45,25,31,0,0,9,30,0,0
2/3/2009,6974,2009,2,3,34,34,8,9,0,0,9,44,0,0
2/4/2009,6975,2009,2,4,35,30,3,4,0,0,8,48,0,0
2/5/2009,6976,2009,2,5,36,14,4,8,0.04,1.5,10,56,0,0
2/6/2009,6977,2009,2,6,37,12,-4,12,0,0,10,61,0,0
2/7/2009,6978,2009,2,7,38,33,12,28,0,0,9,42,0,0
2/8/2009,6979,2009,2,8,39,51,28,41,0,0,6,25,0,0
2/9/2009,6980,2009,2,9,40,41,16,20,0,0,4,36,0,0
2/10/2009,6981,2009,2,10,41,42,20,39,0,0,2,34,0,0
2/11/2009,6982,2009,2,11,42,49,37,38,0,0,0,22,0,0
2/12/2009,6983,2009,2,12,43,55,37,37,0.12,0,0,19,0,0
2/13/2009,6984,2009,2,13,44,40,24,24,0.15,0.2, T,33,0,0
2/14/2009,6985,2009,2,14,45,29,16,20,0,0,0,42,0,0
2/15/2009,6986,2009,2,15,46,29,20,23,0,0,0,40,0,0
2/16/2009,6987,2009,2,16,47,31,22,23,0,0,0,38,0,0
2/17/2009,6988,2009,2,17,48,30,8,11,0,0,0,46,0,0
2/18/2009,6989,2009,2,18,49,36,11,29,0,0,0,41,0,0
2/19/2009,6990,2009,2,19,50,38,29,35,0.11,0.4,1,31,0,0
2/20/2009,6991,2009,2,20,51,36,15,15,0.01, T, T,39,0,0
2/21/2009,6992,2009,2,21,52,24,15,23,0,0, T,45,0,0
2/22/2009,6993,2009,2,22,53,35,23,34,0,0,0,36,0,0
2/23/2009,6994,2009,2,23,54,34,15,15,0.05,0.5,1,40,0,0
2/24/2009,6995,2009,2,24,55,20,14,14,0.02,1,2,48,0,0
2/25/2009,6996,2009,2,25,56,24,7,11,0,0,0,49,0,0
2/26/2009,6997,2009,2,26,57,42,11,37,0,0,0,38,0,0
2/27/2009,6998,2009,2,27,58,55,37,44,0,0,0,19,0,0
2/28/2009,6999,2009,2,28,59,50,14,14,0.22,0.5,1,33,0,0
3/1/2009,7000,2009,3,1,60,20,10,13,0,0, T,50,0,0
3/2/2009,7001,2009,3,2,61,21,12,12,0,0,0,48,0,0
3/3/2009,7002,2009,3,3,62,15,7,8, T, T, T,54,0,0
3/4/2009,7003,2009,3,4,63,20,8,15,0.01,0.7,1,51,0,0
3/5/2009,7004,2009,3,5,64,30,9,14,0,0,0,45,0,0
3/6/2009,7005,2009,3,6,65,47,14,43,0.02,0,0,34,0,0
3/7/2009,7006,2009,3,7,66,62,37,40,0,0,0,15,0,0
3/8/2009,7007,2009,3,8,67,60,36,36,0.26,0,0,17,0,0
3/9/2009,7008,2009,3,9,68,44,36,43,0.69,0,0,25,0,0
3/10/2009,7009,2009,3,10,69,43,29,30,0.28,0,0,29,0,0
3/11/2009,7010,2009,3,11,70,41,30,41,0.35,0,0,29,0,0
3/12/2009,7011,2009,3,12,71,56,22,22,0,0,0,26,0,0
3/13/2009,7012,2009,3,13,72,27,16,16,0.01, T, T,43,0,0
3/14/2009,7013,2009,3,14,73,37,15,20,0,0,0,39,0,0
3/15/2009,7014,2009,3,15,74,50,20,25,0,0,0,30,0,0
3/16/2009,7015,2009,3,16,75,55,21,25,0,0,0,27,0,0
3/17/2009,7016,2009,3,17,76,57,25,32,0,0,0,24,0,0
3/18/2009,7017,2009,3,18,77,62,31,47,0,0,0,18,0,0
3/19/2009,7018,2009,3,19,78,60,36,36,0.57,0,0,17,0,0
3/20/2009,7019,2009,3,20,79,49,27,27,0,0,0,27,0,0
3/21/2009,7020,2009,3,21,80,35,14,18,0,0,0,40,0,0
3/22/2009,7021,2009,3,22,81,46,18,33,0,0,0,33,0,0
3/23/2009,7022,2009,3,23,82,39,16,21,0.01,0,0,37,0,0
3/24/2009,7023,2009,3,24,83,30,11,14,0,0,0,44,0,0
3/25/2009,7024,2009,3,25,84,42,14,33,0,0,0,37,0,0
3/26/2009,7025,2009,3,26,85,54,33,41,0,0,0,21,0,0
3/27/2009,7026,2009,3,27,86,43,38,39,0.31,0,0,24,0,0
3/28/2009,7027,2009,3,28,87,56,34,40,0,0,0,20,0,0
3/29/2009,7028,2009,3,29,88,66,40,49,0.02,0,0,12,0,3
3/30/2009,7029,2009,3,30,89,55,35,36,0.52,0,0,20,0,0
3/31/2009,7030,2009,3,31,90,36,32,32,0,0,0,31,0,0
4/1/2009,7031,2009,4,1,91,54,32,44,0,0,0,22,0,0
4/2/2009,7032,2009,4,2,92,48,37,40,0,0,0,22,0,0
4/3/2009,7033,2009,4,3,93,65,40,54, T,0,0,12,0,3
4/4/2009,7034,2009,4,4,94,57,35,37,0.67,0,0,19,0,0
4/5/2009,7035,2009,4,5,95,38,33,35,0.2,0,0,29,0,0
4/6/2009,7036,2009,4,6,96,54,35,42,0.08,0,0,20,0,0
4/7/2009,7037,2009,4,7,97,53,28,28,0.35, T, T,24,0,0
4/8/2009,7038,2009,4,8,98,34,27,30,0.02,0.1, T,34,0,0
4/9/2009,7039,2009,4,9,99,42,26,35,0,0,0,31,0,0
4/10/2009,7040,2009,4,10,100,55,33,33,0,0,0,21,0,0
4/11/2009,7041,2009,4,11,101,58,33,35,0.18,0,0,19,0,0
4/12/2009,7042,2009,4,12,102,44,26,28,0,0,0,30,0,0
4/13/2009,7043,2009,4,13,103,40,22,30,0,0,0,34,0,0
4/14/2009,7044,2009,4,14,104,47,29,37,0,0,0,27,0,0
4/15/2009,7045,2009,4,15,105,54,37,42,0,0,0,19,0,0
4/16/2009,7046,2009,4,16,106,61,26,34,0,0,0,21,0,0
4/17/2009,7047,2009,4,17,107,57,27,28,0,0,0,23,0,0
4/18/2009,7048,2009,4,18,108,66,28,54,0,0,0,18,0,0
4/19/2009,7049,2009,4,19,109,69,42,45,0,0,0,9,0,6
4/20/2009,7050,2009,4,20,110,61,43,43,0,0,0,13,0,2
4/21/2009,7051,2009,4,21,111,47,39,45,0.15,0,0,22,0,0
4/22/2009,7052,2009,4,22,112,64,39,43,0.17,0,0,13,0,2
4/23/2009,7053,2009,4,23,113,51,35,37,0.13,0,0,22,0,0
4/24/2009,7054,2009,4,24,114,50,28,30,0.01,0,0,26,0,0
4/25/2009,7055,2009,4,25,115,76,30,66,0,0,0,12,0,3
4/26/2009,7056,2009,4,26,116,87,52,64,0,0,0,0,5,20
4/27/2009,7057,2009,4,27,117,83,50,70,0,0,0,0,2,17
4/28/2009,7058,2009,4,28,118,91,58,66,0,0,0,0,10,25
4/29/2009,7059,2009,4,29,119,84,35,40,0.08,0,0,5,0,10
4/30/2009,7060,2009,4,30,120,64,37,52,0,0,0,14,0,1
5/1/2009,7061,2009,5,1,121,63,51,61,0.07,0,0,8,0,7
5/2/2009,7062,2009,5,2,122,74,40,44,0.42,0,0,8,0,7
5/3/2009,7063,2009,5,3,123,62,37,42, T,0,0,15,0,0
5/4/2009,7064,2009,5,4,124,65,42,45,0,0,0,11,0,4
5/5/2009,7065,2009,5,5,125,60,37,44,0,0,0,16,0,0
5/6/2009,7066,2009,5,6,126,59,43,50,0.2,0,0,14,0,1
5/7/2009,7067,2009,5,7,127,63,50,58,0.16,0,0,8,0,7
5/8/2009,7068,2009,5,8,128,62,49,52,0.01,0,0,9,0,6
5/9/2009,7069,2009,5,9,129,74,52,61,0.11,0,0,2,0,13
5/10/2009,7070,2009,5,10,130,75,47,47,0.01,0,0,4,0,11
5/11/2009,7071,2009,5,11,131,52,35,38,0,0,0,21,0,0
5/12/2009,7072,2009,5,12,132,59,29,33,0,0,0,21,0,0
5/13/2009,7073,2009,5,13,133,63,31,36,0,0,0,18,0,0
5/14/2009,7074,2009,5,14,134,70,36,52,0.11,0,0,12,0,3
5/15/2009,7075,2009,5,15,135,66,40,44,0.1,0,0,12,0,3
5/16/2009,7076,2009,5,16,136,71,44,64,0.01,0,0,7,0,8
5/17/2009,7077,2009,5,17,137,77,41,43,0.89,0,0,6,0,9
5/18/2009,7078,2009,5,18,138,54,33,37,0,0,0,21,0,0
5/19/2009,7079,2009,5,19,139,56,28,40,0,0,0,23,0,0
5/20/2009,7080,2009,5,20,140,74,40,45,0,0,0,8,0,7
5/21/2009,7081,2009,5,21,141,83,45,59,0,0,0,1,0,14
5/22/2009,7082,2009,5,22,142,87,53,56,0,0,0,0,5,20
5/23/2009,7083,2009,5,23,143,78,45,54,0,0,0,3,0,12
5/24/2009,7084,2009,5,24,144,82,54,63,0.22,0,0,0,3,18
5/25/2009,7085,2009,5,25,145,74,47,50,0,0,0,4,0,11
5/26/2009,7086,2009,5,26,146,69,32,38,0,0,0,14,0,1
5/27/2009,7087,2009,5,27,147,67,38,51,0.44,0,0,12,0,3
5/28/2009,7088,2009,5,28,148,68,51,61,0.09,0,0,5,0,10
5/29/2009,7089,2009,5,29,149,72,61,61,0.84,0,0,0,2,17
5/30/2009,7090,2009,5,30,150,67,49,56,0.11,0,0,7,0,8
5/31/2009,7091,2009,5,31,151,68,48,52,0.04,0,0,7,0,8
6/1/2009,7092,2009,6,1,152,62,34,40,0,0,0,17,0,0
6/2/2009,7093,2009,6,2,153,65,40,57, T,0,0,12,0,3
6/3/2009,7094,2009,6,3,154,66,47,49,0,0,0,8,0,7
6/4/2009,7095,2009,6,4,155,64,39,45,0,0,0,13,0,2
6/5/2009,7096,2009,6,5,156,68,43,46,0,0,0,9,0,6
6/6/2009,7097,2009,6,6,157,67,46,59,0.07,0,0,8,0,7
6/7/2009,7098,2009,6,7,158,78,48,54,0.01,0,0,2,0,13
6/8/2009,7099,2009,6,8,159,72,51,52,0.01,0,0,3,0,12
6/9/2009,7100,2009,6,9,160,73,52,65,0.32,0,0,2,0,13
6/10/2009,7101,2009,6,10,161,84,50,54,0,0,0,0,2,17
6/11/2009,7102,2009,6,11,162,73,54,64,0,0,0,1,0,14
6/12/2009,7103,2009,6,12,163,75,61,61,1.04,0,0,0,3,18
6/13/2009,7104,2009,6,13,164,72,49,56,0.03,0,0,4,0,11
6/14/2009,7105,2009,6,14,165,75,49,57,0.07,0,0,3,0,12
6/15/2009,7106,2009,6,15,166,75,49,54,0,0,0,3,0,12
6/16/2009,7107,2009,6,16,167,74,46,51,0,0,0,5,0,10
6/17/2009,7108,2009,6,17,168,74,51,59,0,0,0,2,0,13
6/18/2009,7109,2009,6,18,169,68,55,57,0.45,0,0,3,0,12
6/19/2009,7110,2009,6,19,170,68,57,57,0.36,0,0,2,0,13
6/20/2009,7111,2009,6,20,171,69,53,60,0.03,0,0,4,0,11
6/21/2009,7112,2009,6,21,172,66,57,58,1.02,0,0,3,0,12
6/22/2009,7113,2009,6,22,173,73,58, M,0.02,0,0,0,1,16
6/23/2009,7114,2009,6,23,174,74,50,57, T,0,0,3,0,12
6/24/2009,7115,2009,6,24,175,76,51,57,0,0,0,1,0,14
6/25/2009,7116,2009,6,25,176,83,55,57,0,0,0,0,4,19
6/26/2009,7117,2009,6,26,177,87,57,62,0.7,0,0,0,7,22
6/27/2009,7118,2009,6,27,178,76,56,61,0.21,0,0,0,1,16
6/28/2009,7119,2009,6,28,179,72,54,63,0.01,0,0,2,0,13
6/29/2009,7120,2009,6,29,180,80,58,61,0.17,0,0,0,4,19
6/30/2009,7121,2009,6,30,181,76,60,61,0.22,0,0,0,3,18
7/1/2009,7122,2009,7,1,182,71,56,60,0.05,0,0,1,0,14
7/2/2009,7123,2009,7,2,183,76,60,61,0.55,0,0,0,3,18
7/3/2009,7124,2009,7,3,184,73,58,62,0.41,0,0,0,1,16
7/4/2009,7125,2009,7,4,185,72,59,60,0.16,0,0,0,1,16
7/5/2009,7126,2009,7,5,186,69,45,57,0,0,0,8,0,7
7/6/2009,7127,2009,7,6,187,74,50,55,0,0,0,3,0,12
7/7/2009,7128,2009,7,7,188,78,53,59,0.05,0,0,0,1,16
7/8/2009,7129,2009,7,8,189,73,49,53,0.04,0,0,4,0,11
7/9/2009,7130,2009,7,9,190,69,46,49,0.01,0,0,7,0,8
7/10/2009,7131,2009,7,10,191,76,49,60,0,0,0,2,0,13
7/11/2009,7132,2009,7,11,192,80,60,67,0,0,0,0,5,20
7/12/2009,7133,2009,7,12,193,77,46,58,0.27,0,0,3,0,12
7/13/2009,7134,2009,7,13,194,70,47,49,0,0,0,6,0,9
7/14/2009,7135,2009,7,14,195,72,43,49,0,0,0,7,0,8
7/15/2009,7136,2009,7,15,196,71,46,50,0,0,0,6,0,9
7/16/2009,7137,2009,7,16,197,79,49,65,0.04,0,0,1,0,14
7/17/2009,7138,2009,7,17,198,84,57,61,0,0,0,0,6,21
7/18/2009,7139,2009,7,18,199,74,60,65,0.07,0,0,0,2,17
7/19/2009,7140,2009,7,19,200,71,52,60,0,0,0,3,0,12
7/20/2009,7141,2009,7,20,201,73,51,54,0,0,0,3,0,12
7/21/2009,7142,2009,7,21,202,78,54,60,0,0,0,0,1,16
7/22/2009,7143,2009,7,22,203,78,54,56,0.01,0,0,0,1,16
7/23/2009,7144,2009,7,23,204,79,56,68,0.01,0,0,0,3,18
7/24/2009,7145,2009,7,24,205,78,63,66,0,0,0,0,6,21
7/25/2009,7146,2009,7,25,206,80,56,61,0.07,0,0,0,3,18
7/26/2009,7147,2009,7,26,207,82,61,70,0.04,0,0,0,7,22
7/27/2009,7148,2009,7,27,208,79,61,62,0.83,0,0,0,5,20
7/28/2009,7149,2009,7,28,209,79,56,61,0,0,0,0,3,18
7/29/2009,7150,2009,7,29,210,84,61,68,0,0,0,0,8,23
7/30/2009,7151,2009,7,30,211,75,63,64,0.39,0,0,0,4,19
7/31/2009,7152,2009,7,31,212,80,64,68,0.28,0,0,0,7,22
8/1/2009,7153,2009,8,1,213,72,53,62,0.31,0,0,2,0,13
8/2/2009,7154,2009,8,2,214,81,62,69,0.21,0,0,0,7,22
8/3/2009,7155,2009,8,3,215,75,54,56,0.1,0,0,0,0,15
8/4/2009,7156,2009,8,4,216,79,56,61,0,0,0,0,3,18
8/5/2009,7157,2009,8,5,217,83,61,66,0,0,0,0,7,22
8/6/2009,7158,2009,8,6,218,72,48,51,0,0,0,5,0,10
8/7/2009,7159,2009,8,7,219,74,48,51,0,0,0,4,0,11
8/8/2009,7160,2009,8,8,220,73,45,53,0,0,0,6,0,9
8/9/2009,7161,2009,8,9,221,74,52,65,0.09,0,0,2,0,13
8/10/2009,7162,2009,8,10,222,78,65,67,0.79,0,0,0,7,22
8/11/2009,7163,2009,8,11,223,87,63,65,0.74,0,0,0,10,25
