Year,ID,Name,NestName,Sex,LifeStage,Population,Species,CalcAge,Age,BillWidth,BillDepth,Head,Tarsus,Manus,WingChord,SeventhPrimary,Tail Length,Weight,BillNT,TEC,Skull,Remarks
2004,51 FOWA04,51,FOWA04,M,nestling,Ithaca,Corvus brachyrhynchos,25,24,12.7,12.6,78.2,59.8,,151,89,42,367,23.6,35.6,42.6,"1 moderate, 1 light fault bar, no blood spots"
2004,62 WARC04,62,WARC04,F,nestling,Ithaca,Corvus brachyrhynchos,26,26,12.8,13.5,78.9,54.9,,169,113,62,400,25.1,36.9,42,"FWS band upsidedown, one strong, one light fault bar, moderate blood spots"
2004,73 WARC04,73,WARC04,M,nestling,Ithaca,Corvus brachyrhynchos,26,26,14,15.1,77.6,53.1,,168,111,62,423,23,36,41.6,"many blood spots, 1 moderate, 1 light hunger bar, variable across feathers"
2004,84 WARC04,84,WARC04,M,nestling,Ithaca,Corvus brachyrhynchos,26,26,12.4,13.3,78.5,56.7,,176,113,63,440,25,36.3,42.2,"FWS band upside down, 3 moderate, 3 light fault bars, many blood spots"
2004,95 WARC04,95,WARC04,F,nestling,Ithaca,Corvus brachyrhynchos,26,26,13,13.8,76.6,52.3,,159,108,55,350,24.2,33.1,43.5,"no fault bars, many blood spots"
2004,29 LOCO04,29,LOCO04,F,nestling,Ithaca,Corvus brachyrhynchos,23,23,13.2,12,69.9,54.7,,138,82,41,300,20.8,32.4,37.5,"unpigmented feet, right P9 and greater covert unpigmented, no blood spots, 2 strong, 1 moderate hunger bars"
2004,30 LOCO04,30,LOCO04,M,nestling,Ithaca,Corvus brachyrhynchos,23,23,12.9,12.8,72.3,57.3,,140,82,42,347,20.4,33.4,38.9,"blood spots under wings, unpigmented toes on right foot, 2 strong, 1 light"
2004,41 LOCO04,41,LOCO04,F,nestling,Ithaca,Corvus brachyrhynchos,23,23,11.8,12.3,71,53.5,,141,84,43,330,19.9,30.9,40.1,no blood spots
2004,52 LOCO04,52,LOCO04,F,nestling,Ithaca,Corvus brachyrhynchos,23,23,12.6,11.7,68.2,55.6,,125,73,32,305,19.4,30.8,37.4,"few blood spots on the wing, 3 strong, 3 moderate, 2 light"
2004,63 MINE04,63,MINE04,F,nestling,Ithaca,Corvus brachyrhynchos,26,27,13,12.3,78.7,59.2,,172,115,67,385,23,35.1,43.6,"blood spots on belly, 4 strong, 1 mod, 2 light hunger bars"
2004,74 MINE04,74,MINE04,M,nestling,Ithaca,Corvus brachyrhynchos,26,27,14.1,14.4,79.9,60.7,,169,109,56,417,24.6,36.2,43.7,"yellow tinge to skin, blood spots on belly, pale base to lower mandible, yellow tinge to gape, 3 strong, 1 moderate, 1 light hunger bar"
2004,85 MINE04,85,MINE04,F,nestling,Ithaca,Corvus brachyrhynchos,27,27,14.8,12.8,77.1,57.9,,175,122,70,390,23.4,34.3,42.8,"slight yellow tinge to gape, few blood spots on belly, 2 strong, 2 moderate, 1 light hunger bar"
2004,96 MINE04,96,MINE04,F,nestling,Ithaca,Corvus brachyrhynchos,27,27,13.7,13.3,75.5,56.5,,175,113,73,363,22.7,35.9,39.6,"blood spots on belly, yellow tinge to the gape, 5 strong, 1 moderate, 2 light hunger bars"
2004,08 HAWA04,8,HAWA04,M,nestling,Ithaca,Corvus brachyrhynchos,23,23,13.8,13.3,76.3,60.8,,152,92,41,385,22.1,33.5,42.8,"many blood spots under wing and on belly, 4 strong4 moderate and 1 light hunger bar"
2004,19 HAWA04,19,HAWA04,F,nestling,Ithaca,Corvus brachyrhynchos,23,23,12.8,12.9,73,59.2,,150,91,45,380,20.6,30.2,42.8,"few blood spots on belly, blood spots on wings, 2 strong, 3 moderate, 3 light hunger bars"
2004,20 HAWA04,20,HAWA04,F,nestling,Ithaca,Corvus brachyrhynchos,23,23,12.6,12.8,71.3,55.8,,141,82,33,325,20.3,32.6,38.7,"few blood spots on belly, blood spots under wings, 2 strong, 2 moderate, 3 light"
2004,31 HAWA04,31,HAWA04,F,nestling,Ithaca,Corvus brachyrhynchos,23,23,11.4,12.2,71.3,55.2,,134,78,30,318,19.7,30.7,40.6,"abrasion on belly, 1 strong, 1 moderate, 1 light hunger bar"
2004,SP-WO HAWA04,SP-WO,HAWA04,M,nestling,Ithaca,Corvus brachyrhynchos,22,22,12.8,11.6,65.6,52,,98,47,11,215,17.5,29.4,36.2,"healed sore on back, blood spots under wings, little flacid, "
2004,42 ROWA04,42,ROWA04,F,nestling,Ithaca,Corvus brachyrhynchos,25,24,13.5,12.5,74.2,58.5,,152,92,44,358,23.2,34.1,40.1,"yellowish skin, no blood spots, 1 strong, 3 moderate hunger bars"
2004,53 ROWA04,53,ROWA04,F,nestling,Ithaca,Corvus brachyrhynchos,26,24,13.4,13.6,74.5,59.4,,159,101,53,357,23.3,34.1,40.4,2 strong 2 light hunger bars
2004,64 ROWA04,64,ROWA04,F,nestling,Ithaca,Corvus brachyrhynchos,25,24,13.3,13,73.5,60.1,,152,95,53,342,22.4,32.3,41.2,", slight yellow tinge"
2004,75 ROWA04,75,ROWA04,F,nestling,Ithaca,Corvus brachyrhynchos,25,24,12.6,12.5,72.4,57.2,,137,80,35,317,21.2,33,39.4,"3 strong, 1 moderate hunger bars, couple blood spots"
2004,86 MSAL04,86,MSAL04,M,nestling,Ithaca,Corvus brachyrhynchos,32,32,13.3,14.4,84.7,61.8,,224,162,105,425,26.4,39.8,44.9,"explosive fledge, yellow tinge to gape, many blood spots on belly/yellowish skin, 1 strong, 2  moderate hunger bars"
2004,97 MSAL04,97,MSAL04,F,nestling,Ithaca,Corvus brachyrhynchos,32,32,12.3,13.2,78,59.3,,204,142,84,360,23.5,35.8,42.2,"explosive fledge, many blood spots, yellow tinge to skin and gape, 2 strong, 3 moderate, 3 light hunger bars"
2004,SA-RA MSAL04,SA-RA,MSAL04,F,nestling,Ithaca,Corvus brachyrhynchos,31,31,10.4,10.1,64.8,47.4,,106,60,17,147,18.4,27.2,37.6,"runt, lots of blood spots, belly tucking in, yellow gape, 4 strong, 2 light hunger bars"
2004,09 CAFO04,9,CAFO04,M,nestling,Ithaca,Corvus brachyrhynchos,25,24,13.2,12.4,78.7,59.4,,152,94,50,407,23.7,36.4,42.3,"slight yellow tinge to gape, 1 strong, 2 moderate, 3 light hunger bars"
2004,10 CAFO04,10,CAFO04,F,nestling,Ithaca,Corvus brachyrhynchos,24,24,13,11.8,71.9,55.3,,130,74,32,297,21.8,32.3,39.6,"no yellow, 1 strong, 3 moderate, 3 light hunger bars, no blood spots"
2004,21 CAFO04,21,CAFO04,F,nestling,Ithaca,Corvus brachyrhynchos,24,24,12.2,11.7,72.7,53.1,,123,69,27,297,21,32.4,40.3,"1 strong, 2 moderate, 3 light hunger bars, no blood spots"
2004,32 CAFO04,32,CAFO04,M,nestling,Ithaca,Corvus brachyrhynchos,25,24,12.7,12.2,75.5,55.8,,144,85,42,333,22,35.4,40.1,"blood spots under wings, not on belly, 2 strong, 1 moderate, 3 light hunger bars"
2004,43 BRBI04,43,BRBI04,F,nestling,Ithaca,Corvus brachyrhynchos,26,26,13.5,13.4,76.5,58.3,,168,108,62,390,23.6,36.4,40.1,"few blood spots on belly, under wings, yellow tinge to gape, 3 strong, 4 light hunger bars; unpigment toe 4 on rt, 1,4 on left"
2004,54 BRBI04,54,BRBI04,M,nestling,Ithaca,Corvus brachyrhynchos,26,26,11.7,13,77.2,61.8,,172,110,56,408,23.6,37.2,40,"blood spots on belly, under wings; 2 moderate, 5 light, "
2004,65 BRBI04,65,BRBI04,F,nestling,Ithaca,Corvus brachyrhynchos,26,26,12.8,13,76.1,59.1,,171,111,60,400,22.7,34.4,41.7,"blood spots on belly only, 1 strong, 1 med, 7 light hunger bars"
2004,76 EPIN04,76,EPIN04,F,nestling,Ithaca,Corvus brachyrhynchos,27,27,11.6,12.6,77,59.5,,182,129,79,425,22.9,33.8,43.2,"no hunger bars, moderate # blood spots on belly"
2004,87 EPIN04,87,EPIN04,F,nestling,Ithaca,Corvus brachyrhynchos,26,27,10.2,11.8,74.6,57.2,,171,112,57,412,21.5,33.4,41.2,"4 moderate hunger bars, few blood spots, yellow tip on tongue"
2004,98 EPIN04,98,EPIN04,M,nestling,Ithaca,Corvus brachyrhynchos,26,27,13.2,12.8,77.8,59.3,,166,118,51,417,23.1,34.4,43.4,"3 moderate hunger bars, moderate # blood spots on belly"
2004,AZ NEEL04,AZ,NEEL04,F,nestling,Ithaca,Corvus brachyrhynchos,27,27,11.7,12.9,72.2,54.2,,180,125,70,366,20.7,32.8,39.4,"Blood spots on belly, 4 strong, 2 moderate, 2 light hunger bars"
2004,BY SWPG04,BY,SWPG04,M,nestling,Ithaca,Corvus brachyrhynchos,31,31,14.2,14.5,86.1,66,,215,150,98,500,25.8,40.2,45.9,"Explosive fledge; LOTS of blood spots, very yellow gape, 5 strong, 2 moderate, 1 light hunger bar"
2004,42 ROWA04,42,ROWA04,F,nestling,Ithaca,Corvus brachyrhynchos,27,28,12.9,13.1,78.5,59,,180,122,67,393,24.4,37,41.5,Yellow gape
2004,53 ROWA04,53,ROWA04,F,nestling,Ithaca,Corvus brachyrhynchos,27,28,13.8,13.5,77.4,59.6,,178,126,80,360,25,37.5,39.9,Yellow gape
2004,64 ROWA04,64,ROWA04,F,nestling,Ithaca,Corvus brachyrhynchos,27,28,13.5,13.4,77.3,60,,178,123,72,387,23.7,35.6,41.7,"Yellow gape, 7 strong,1 moderate, 6 light hunger bars"
2004,75 ROWA04,75,ROWA04,F,nestling,Ithaca,Corvus brachyrhynchos,26,28,12.6,13.1,74.6,58.1,,160,108,53,343,22.8,34.5,40.1,
2004,CX SLIM04,CX,SLIM04,M,nestling,Ithaca,Corvus brachyrhynchos,26,26,14.5,13.6,77.3,58.8,,168,111,61,415,24,36.5,40.8,"few blood spots on belly, yellow tinge to skin and gape, 5 strong, 1 moderate, 2 light hunger bars"
2004,DW SLIM04,DW,SLIM04,F,nestling,Ithaca,Corvus brachyrhynchos,26,26,13.2,12.4,74,54.4,,155,99,54,320,23.4,34.3,39.7,"few blood spots on belly, yellow skin and gape, 6 strong, 2 moderate hunger bars"
2004,FU SLIM04,FU,SLIM04,M,nestling,Ithaca,Corvus brachyrhynchos,26,26,13.7,13.3,74.6,55.5,,164,110,57,387,23.2,36.5,38.1,"few blood spots on belly, yellow tinge to skin and gape, 4 strong, 4 moderate, 1 light"
2004,HS SLIM04,HS,SLIM04,M,nestling,Ithaca,Corvus brachyrhynchos,26,26,13.4,13.2,76.9,60.8,,171,116,66,442,23.8,35.8,41.1,"few blood spots on belly, yellow tinge to skin and gape, 3 strong, 1 moderate, 2 light"
2004,IR SWEG04,IR,SWEG04,M,nestling,Ithaca,Corvus brachyrhynchos,27,27,13.9,13.1,80.8,57,,181,130,70,405,24.5,38.5,42.3,"Explosive fledge, many blood spots on belly, slight yellow tinge to gape, 4 strong,1 moderate, 3 light hunger bars"
2004,JQ SWEG04,JQ,SWEG04,F,nestling,Ithaca,Corvus brachyrhynchos,26,27,12.9,12.1,76.2,57.7,,170,111,60,452,22.8,34.8,41.4,"Explosive fledge, normal blood spots on belly, slight yellow tinge to gape, 4 strong,3 moderate, 1 light hunger bar"
2004,KP ORHA04,KP,ORHA04,F,nestling,Ithaca,Corvus brachyrhynchos,28,29,13,14.3,80.3,61.6,,193,133,89,452,24.6,36.6,43.7,"blood spots on belly, slight yellow tinge on gape, two strong one moderate eight light hunger bars"
2004,42 ROWA04,42,ROWA04,F,nestling,Ithaca,Corvus brachyrhynchos,31,31,12.9,14.4,78.4,58.9,,193,137,82,330,25.4,38.5,39.9,radio harness caught in mouth
2004,LO SEPG04,LO,SEPG04,F,nestling,Ithaca,Corvus brachyrhynchos,25,24,12.5,12.6,73.2,57.3,,154,100,47,360,21.5,33.4,39.8,"Blood spots on belly, 2 strong, 2 moderate bars"
2004,MN SEPG04,MN,SEPG04,F,nestling,Ithaca,Corvus brachyrhynchos,26,24,12.6,12.3,73.6,53.9,,160,102,50,348,21.2,35.2,38.4,"Blood spots on belly, 3 strong, 1 light bar, some lack of pigment on claws"
2004,NM WARO04,NM,WARO04,F,nestling,Ithaca,Corvus brachyrhynchos,28,29,13.1,12.5,76.8,57.2,,186,136,79,330,23.4,35.1,41.7,"on ground, fiesty; no hunger bars, no blood spots"
2004,QJ WARO04,QJ,WARO04,F,nestling,Ithaca,Corvus brachyrhynchos,28,29,13.2,12.9,77.8,59.1,,190,132,82,329,25,37.3,40.5,"explosive fledge, active, bites; 2 light hunger bars, few blood spots"
2004,TG WARO04,TG,WARO04,F,nestling,Ithaca,Corvus brachyrhynchos,28,29,13.5,12.4,78,58.4,,195,139,83,337,24.3,34.9,43.1,"fledged, in tree next to nest tree??(or UF); 3 mod, 1 light hunger bar, moderate number of blood spots on belly"
2004,UF WARO04,UF,WARO04,F,nestling,Ithaca,Corvus brachyrhynchos,28,29,11.9,13.2,75.2,56.8,,189,132,79,307,23.2,34.7,40.5,"fledged, in willow?? (or TG); 3 light, 1 moderate hunger bars, few blood spots on belly "
2004,WD WARO04,WD,WARO04,F,nestling,Ithaca,Corvus brachyrhynchos,27,29,12.2,13,74.7,57.3,,171,124,68,302,23.4,34.1,40.6,"in nest; legs cross under it, 1 has bend just below femora-tibial joint; 8 moderate hunger bars, moderate number of blood spots on belly"
2004,BX WKAY04,BX,WKAY04,F,nestling,Ithaca,Corvus brachyrhynchos,27,27,12.6,11.5,73.2,54.4,,172,122,68,308,21.8,35.1,38.1,"unpigmented toes on left foot; 2 strong, 1 moderate, 5 light hunger bars, few blood spots"
2004,CW WKAY04,CW,WKAY04,F,nestling,Ithaca,Corvus brachyrhynchos,27,27,12.4,11.6,76.2,56.6,,174,121,73,311,22.4,34.2,42,"blood spots on belly; 4 strong, 5 light hunger bars; upper bill may be broken at base"
2004,DV WKAY04,DV,WKAY04,F,nestling,Ithaca,Corvus brachyrhynchos,26,27,14.8,12.6,74.8,53.8,,168,118,62,306,22.1,34.7,40.1,"yellow tinge to gape, blood spots on belly; 1 extreme, 2 strong, 2 moderate, 5 light hunger bars"
2004,LO SEPG04,LO,SEPG04,F,nestling,Ithaca,Corvus brachyrhynchos,27,28,11.9,12.4,76.2,57,,182,126,72,397,22.3,34.5,41.7,"lots of blood spots on belly, still big belly "
2004,MN SEPG04,MN,SEPG04,F,nestling,Ithaca,Corvus brachyrhynchos,27,28,12.1,12.9,75.5,54.3,,181,125,71,395,22.1,35.4,40.1,"lots of blood spots on belly, unpigmented toes on right foot, 1st and 2nd digits"
2004,EU RICH04,EU,RICH04,F,nestling,Ithaca,Corvus brachyrhynchos,31,31,13.7,12.8,77.5,52.2,,207,151,96,277,23.4,36.8,40.7,"groundling, lots of blood spots on belly, 2 strong, 2 moderate hunger bars"
2004,BX WKAY04,BX,WKAY04,F,nestling,Ithaca,Corvus brachyrhynchos,32,32,112.6,12.55,75,54.8,,194,141,88,320,22.4,33.7,41.3,radio harness fine
2004,CW WKAY04,CW,WKAY04,F,nestling,Ithaca,Corvus brachyrhynchos,32,32,12.2,11.4,75.9,55,,192,137,96,289,22,34.4,41.5,radio harness in  mouth since pm 5 June.  Has been fighting it.  Mouth corners pink but fine. Cleaned mouth. Refit harness
2004,FT CLAR04,FT,CLAR04,M,nestling,Ithaca,Corvus brachyrhynchos,28,28,12.8,13.5,81.1,60.2,,188,134,77,435,25.7,37.6,43.5,"2 strong, 1 light hunger bars, few blood spots on belly; DAR added Age based on RSH thesis age equations"
2004,GS CLAR04,GS,CLAR04,M,nestling,Ithaca,Corvus brachyrhynchos,29,29,13.3,14.7,84.9,61.8,,209,152,99,450,26.3,34.4,50.5,"2 strong hunger bars, few blood spots on belly; DAR added Age based on RSH thesis age equations"
2004,IP CLAR04,IP,CLAR04,F,nestling,Ithaca,Corvus brachyrhynchos,28,28,12.6,13.2,78.2,60.1,,189,136,84,372,23.2,34.9,43.3,"2 strong, 3 moderate, 2 light hunger bars, no blood spots; DAR added Age based on RSH thesis age equations"
2004,BX WKAY04,BX,WKAY04,F,nestling,Ithaca,Corvus brachyrhynchos,33,33,,,,,,199,139,96,308,,,,Weight includes radio.  pale patch at base of primaries; left foot two toes unpigmented
2004,CW WKAY04,CW,WKAY04,F,nestling,Ithaca,Corvus brachyrhynchos,33,33,,,,,,195,144,96,275,,,,Weight includes radio.  less pronounced pale patch at base of primaries
2004,DV WKAY04,DV,WKAY04,F,nestling,Ithaca,Corvus brachyrhynchos,33,33,14,12.2,75.6,53.5,,189,135,82,268,21.8,35.5,40.1,pale patch at base of primaries
2004,FT CLAR04,FT,CLAR04,M,nestling,Ithaca,Corvus brachyrhynchos,28,29,,,,,,198,138,84,420,,,,
2004,GS CLAR04,GS,CLAR04,M,nestling,Ithaca,Corvus brachyrhynchos,30,30,,,,,,221,158,105,435,,,,
2004,IP CLAR04,IP,CLAR04,F,nestling,Ithaca,Corvus brachyrhynchos,28,29,,,,,,202,144,88,382,,,,
2004,BW RICH04,BW,RICH04,M,nestling,Ithaca,Corvus brachyrhynchos,39,39,12.5,13.4,81.2,52.5,,218,163,92,300,25.9,38,43.2,"groundling; a few bood spots on belly; 5 strong, 3 moderate & 1 light hunger bar.  Grip is weak."
2004,CV ECR204,CV,ECR204,F,nestling,Ithaca,Corvus brachyrhynchos,26,26,12.7,13,77.4,58.2,,169,110,58,383,22.9,35.7,41.7,"explosive fledgling,  a few blood spots on belly, 3 strong, 4 moderate, 1 light hunger bar; DAR added Age based on RSH thesis age equations"
2004,KO LRI204,KO,LRI204,M,nestling,Ithaca,Corvus brachyrhynchos,26,26,12,13.9,78,57,,176,125,46,380,23.4,36,42,"no blood spots on belly. 3 strong, 2 light hunger bars
KJM email (20 Oct 2008): KO LRI204 was shot on 20 Sep 2008, somewhere in 
Ithaca by some guy from South Carolina. "
2004,LN LRI204,LN,LRI204,F,nestling,Ithaca,Corvus brachyrhynchos,26,26,11.7,12.5,70.2,54.1,,167,111,42,267,19.8,30.9,39.3,no hunger bars. A few blood spots
2004,19 HAWA04,19,HAWA04,F,nestling,Ithaca,Corvus brachyrhynchos,64,64,15.6,17.3,84.9,59.9,,288,230,164,434,30.3,42.8,42.1,dead on ground. no marks seen
2005,CQ HOMC05,CQ,HOMC05,F,nestling,Ithaca,Corvus brachyrhynchos,13,13,11.9,10.1,57.4,37.4,39.3,45,9,0,135,15.2,22,35.4,"slightly flaccid, slight yellow tinge"
2005,BR HOMC05,BR,HOMC05,F,nestling,Ithaca,Corvus brachyrhynchos,13,13,13,10,59.8,43.4,43,50,11.5,2,180,15.5,24.2,35.6,head feathers fairly well out
2005,AW TRUP05,AW,TRUP05,M,nestling,Ithaca,Corvus brachyrhynchos,25,25,11.6,11,75.1,58.5,,142,91,36,260,21.5,33,42.1,"BLUE TWIST TIE, VERY FEW BLOOD SPOTS ON BELLY, HEAVY PARASITE LOAD ON WINGS"
2005,BD TRUP05,BD,TRUP05,M,nestling,Ithaca,Corvus brachyrhynchos,27,25,12.3,12.3,76.9,58.7,,178,126,60,350,22.7,30.2,46.7,ORANGE TWIST TIE; 
2005,AO-WS TRUP05,AO-WS,TRUP05,M,nestling,Ithaca,Corvus brachyrhynchos,24,25,11,11.1,70.8,55.4,,132,74,23,245,21.1,33.1,37.7,"BLACK TWIST TIE; LOTS OF BLOOD SPOTS ON PRIMARIES; FEW SPOTS ON BELLY; ONE STRONG, ONE WEAK FAULT BAR; UNPIGMENTED CLAW 4 AND PARTIALLY PIGMENTED CENTRAL TOE TIP RIGHT FOOT.  "
2005,CU TRUP05,CU,TRUP05,M,nestling,Ithaca,Corvus brachyrhynchos,26,25,11.5,12.5,75.4,57.1,,170,114,63,337,23,35,40.4,"NO TWIST TIE; A FEW BLOOD SPOTS ON BELLY; NO VISIBLE MITE BITES ON WINGS; 3 MODERATE , 4 WEAK FAULT BARS"
2005,ES HAWA05,ES,HAWA05,F,nestling,Ithaca,Corvus brachyrhynchos,25,24,11.3,12,72.6,58.1,,159,94,43,296,21.2,31.8,40.8,"ORANGE TWIST TIE, LEFT NARES MUCKY, NO BLOOD SPOTS, MOST FEATHERS-NO FAULT BARS, 3 LIGHT, 3 MODERATE"
2005,FR HAWA05,FR,HAWA05,M,nestling,Ithaca,Corvus brachyrhynchos,26,24,13.6,12.63,75,59.8,,170,103,53,368,22.1,34,41,"GREEN TWIST TIE, NO BLOOD SPOTS ON THE BELLY, ONE STRONG AND TWO MEDIUM FAULT BARS"
2005,IO HAWA05,IO,HAWA05,M,nestling,Ithaca,Corvus brachyrhynchos,25,24,12.2,12.7,75.9,58.2,,152,91,45,300,22.2,31.4,44.5,"BLUE TWIST TIE, NO BLOOD SPOTS ON BELLY, TWO STRONG"
2005,JN HAWA05,JN,HAWA05,F,nestling,Ithaca,Corvus brachyrhynchos,25,24,12.5,11.8,69.4,56.2,,139,80,33,230,18.9,29.6,39.8,"NO TIE, NO BLOOD SPOTS ON BELLY, FOUR WEAK AND ONE MODERATE FAULT BAR."
2005,KM STAD05,KM,STAD05,M,nestling,Ithaca,Corvus brachyrhynchos,25,27,12.8,12.6,74.5,54.8,,158,98,48,355,22.3,34.3,40.2,"couple of blood spots; 2 mod, 4 light HBs"
2005,MK STAD05,MK,STAD05,M,nestling,Ithaca,Corvus brachyrhynchos,25,27,11.9,12,71.7,53.5,,160,100,41,287,21.3,34.4,37.3,"couple of blood spots; 3 strong, 2 mod, 2 light HBs"
2005,NJ STAD05,NJ,STAD05,M,nestling,Ithaca,Corvus brachyrhynchos,27,27,12.7,13.6,78.1,58.5,,188,125,72,394,23.8,37.6,40.5,"no blood spots; 3 mod, 2 light HBs"
2005,OI FOWA05,OI,FOWA05,M,nestling,Ithaca,Corvus brachyrhynchos,26,27,13.5,12.8,80.2,61.5,,179,118,60,400,24.2,39.8,40.4,"no blood spots; 4 mod, 2 light HBs"
2005,SE FOWA05,SE,FOWA05,M,nestling,Ithaca,Corvus brachyrhynchos,27,27,14,14,79.5,61.6,,183,126,72,422,22.8,36.7,42.8,"couple of blood spots; 3 mod, 2 light"
2005,QG FOWA05,QG,FOWA05,F,nestling,Ithaca,Corvus brachyrhynchos,27,27,12.1,12,77.5,58.8,,172,118,68,380,22.7,35.2,42.3,"a few blood spots; 3 mod, 7 light HBs; 4th toenail on right unpigmented"
2005,RF FOWA05,RF,FOWA05,F,nestling,Ithaca,Corvus brachyrhynchos,26,27,12.7,12.1,75.1,58.2,,164,106,60,347,23.2,34.1,41,"couple of blood spots; 2 strong, 3 mod,1 light HBs"
2005,XZ FOWA05,XZ,FOWA05,M,nestling,Ithaca,Corvus brachyrhynchos,25,27,12.5,11.6,74.4,60.1,,148,92,42,356,20.8,33.8,40.6,"1 bloodspot; 1 strong, 1 mod, 2 light HBs; many unpigmented toes"
2005,ZX HAPA05,ZX,HAPA05,M,nestling,Ithaca,Corvus brachyrhynchos,27,26,12.8,13.3,79.1,58.9,,176,117,68,480,23.3,36.7,42.4,"1 blood spot; 2 strong, 2 mod, 1 light HBs; white claw on right 2"
2005,AV HAPA05,AV,HAPA05,F,nestling,Ithaca,Corvus brachyrhynchos,27,26,12.3,13.4,75.1,61.5,,178,118,65,370,21.8,34.4,40.7,"couple of blood spots; 3 strong, 1 mod, 1 light; middle (toe 3) of left and right foot has white claw"
2005,DS FOPA05,DS,FOPA05,F,nestling,Ithaca,Corvus brachyrhynchos,25,24,11.6,12.1,72.8,57.9,,153,96,49,351,19.8,32.7,40.1,"few blood spots; 1mod, 2 light"
2005,ER FOPA05,ER,FOPA05,F,nestling,Ithaca,Corvus brachyrhynchos,25,24,11.4,11.5,72.1,58.8,,149,92,50,350,20.3,31.8,40.3,"couple of blood spots; 2 strong, 1 light, 1 moderate hunger bar"
2005,FQ FOPA05,FQ,FOPA05,M,nestling,Ithaca,Corvus brachyrhynchos,26,24,12.8,12.7,74.8,61.3,,163,103,51,375,20.4,33.5,41.3,some blood spots; 1 mod 3 light
2005,GP 96IR05,GP,96IR05,F,nestling,Ithaca,Corvus brachyrhynchos,26,24,11.9,12.7,74.2,57.2,,158,100,55,385,22.1,34.6,39.6,lots of blood spots; 1 strong hunger bar
2005,JM 96IR05,JM,96IR05,M,nestling,Ithaca,Corvus brachyrhynchos,25,24,13.3,12,71.71,58.4,,135,78,31,370,19.9,33.1,38.61,"some blood spots; abrasion on belly, 1 strong, 3 light  hunger bar"
2005,UC SWEG05,UC,SWEG05,F,nestling,Ithaca,Corvus brachyrhynchos,27,28,13.4,13.8,79.5,57.3,,192,126,83,414,24.2,37.7,41.8,"moderate amount of blood spots; 3 strong, 1 mod, 3 light"
2005,CT SWEG05,CT,SWEG05,F,nestling,Ithaca,Corvus brachyrhynchos,28,28,14.9,13.1,78.9,59.4,,190,134,83,412,23.1,36.7,42.2,"moderate blood spots, 2 strong, 3 moderate, 3 light"
2005,IN SWEG05,IN,SWEG05,F,nestling,Ithaca,Corvus brachyrhynchos,27,28,13.3,12.7,75.5,59.7,,182,122,69,362,21.5,33.9,41.6,"few blood spots on belly; one strong, seven light hunger bars"
2005,KL SWEG05,KL,SWEG05,M,nestling,Ithaca,Corvus brachyrhynchos,27,28,13,12.6,77.4,57.3,,187,130,79,365,23.5,36.1,41.3,"few blood spots, 4 moderate, 7 light hunger bars"
2005,doa IEQR05,doa,IEQR05,,nestling,Ithaca,Corvus brachyrhynchos,21,21,12.4,12,71,56,,115,69,23,220,19.8,32.8,38.2,"left wing mangled, found in nest, 3 strong 1 mod hunger bar"
2005,BU IEQR05,BU,IEQR05,F,nestling,Ithaca,Corvus brachyrhynchos,25,24,12.1,11.5,72.7,58.5,,143,90,35,305,21,33.5,39.2,"3 strong, 1 light hunger bar"
2005,LK IEQR05,LK,IEQR05,F,nestling,Ithaca,Corvus brachyrhynchos,26,24,13,11.8,74.9,59.2,,163,100,53,350,22.2,34.6,40.3,"yellow tinge to skin, no blood spots, 4 strong hunger bars "
2005,NI IEQR05,NI,IEQR05,F,nestling,Ithaca,Corvus brachyrhynchos,25,24,12.4,12.4,74.3,60,,152,94,42,295,21.6,33.3,41,"3 strong, 2 light; no blood spots"
2005,QF IEQR05,QF,IEQR05,F,nestling,Ithaca,Corvus brachyrhynchos,25,24,14,12.4,74,58.8,,149,91,38,312,21.4,34.5,39.5,"no blood spots; 2 strong, 2 moderate, 2 light"
2005,RE CLAR05,RE,CLAR05,M,nestling,Ithaca,Corvus brachyrhynchos,31,31,14.1,14.2,83.4,63.5,,208,144,95,365,25.3,39.3,44.1,"2 strong, 3 mod, 3 light HBs; no blood spots; still in nest"
2005,SD CLAR05,SD,CLAR05,F,nestling,Ithaca,Corvus brachyrhynchos,31,31,12.1,12.7,80,62.6,,203,144,98,352,24.8,37.4,42.6,"5 strong, 1 mod, 2 light HBs; couple of blood spots"
2005,UB CLAR05,UB,CLAR05,F,nestling,Ithaca,Corvus brachyrhynchos,31,31,11.5,11.8,78.6,61.1,,198,140,92,365,23.6,36.4,42.2,"1 strong, 2 mod, 5 light HBs; no blood spots"
2005,WZ GENR05,WZ,GENR05,M,nestling,Ithaca,Corvus brachyrhynchos,31,31,12.6,13.6,80.6,59.1,,210,152,100,432,24,39.2,41.4,"no blood spots; 1 mod, 3 light HBs"
2005,YX GENR05,YX,GENR05,M,nestling,Ithaca,Corvus brachyrhynchos,31,31,13.4,13.5,81.6,59.1,,219,158,99,415,23.9,37.1,44.5,"no blood spots; 1 strong, 5 mod, 4 light HBs; explosive fledge"
2005,ZW GENR05,ZW,GENR05,M,nestling,Ithaca,Corvus brachyrhynchos,31,31,13.3,12.2,79.8,58,,196,140,82,415,23.1,36.7,43.1,"1 strong, 1 mod, 8 light HBs; no blood spots; explosive fledge"
