nestlingMeasurementID,year,population,species,lifeStage,id,age,nest,nestName,sexSummary,tarsus,sevenPrimary,tailLength,calcAge,billNT,billD,billW,TEC,head,skull,wingChord,exp7Primary,weight,measureNumber,measurmentDate,measurementJulDate,hatchDate,hatchDateJul,bandDate,bandingDate,bandDateJul,deathDate,currentBroodSize,nestlingBroodSize,bandedBroodSize,familyProducedBreeder,remarks,trueAlias,name,conditionRank,climb2x,bandMatch,Measured =<7 days (1) or >7 (2),deathDateBin,recruitmentRankData,Breeding attempt info::Renest?,withinBroodSizeRank,earlyBroodRanking,bandlingBroodRank,Young Rank dataset,flag,Dummy 2,Dummy 3,Breeder paper?,Helper paper?,PCA size,PCA condition,ID_2,Sex (#),Row #,Explosive fledge?,Weight (cube rt),Largest/smallest nestling (1/2; banding),tarsus,Breeder Data 3::Sex,Sexing Information::Sex,Alive_Sum_0,Alive_Fall_0,Alive_Winter_0,Alive_Spring_1,Survived to banding?,Survived to banding dataset,Explosive fledge death?,Alive@2 yrs,Age at last sighting,Breeding attempt info::Nesting Success,Shot?,tailSquared,bandNumber,Radio?,Radio harness-related death?,Radio harness in mouth?,WNV-related/suspected death?,ageDiff,ageAtDeath,colorBands,initialClimbDate,radioFreq,bloodTube,Blood spots on Belly,Nestling hunger bar data::Extreme Hunger bar count,Nestling hunger bar data::Moderate Hunger bar count,Nestling hunger bar data::Strong Hunger bar count,7PrimaryRatio,Nestling hunger bar data::Weak Hunger bar count,Nestling hunger bar data::Total Hunger bar count,manus,mouthColor,condition,Nest_Site_Information::# Nestlings,Nest_Site_Information::# Bandlings,ageGroup,Breeding attempt info::Group Size,Nest_Site_Information::Environment,Date type,Adult measurement data::Nestling data?,Breeding attempt info::Highest (Hist) Age,Nest_Site_Information::Environment_RSH,Nest_Site_Information::Environment Summary,7PrimarySquared,Alive@60,Alive@120,Alive@1 yr,Future breeder?,Tail_Length_exposed,lifeStageID,WtTarsusIndex,jDay,vetReference,location
2951,2001,Ithaca,AMCR,nestling,7W BRTN01,18,BRTN,BRTN01,F,52.8,49,22,18,19.2,12.2,12.7,30,66,36,95,,322,1.5,,,?,?,,,,,3,3,3,1,,2-r,7W,2,1,1,2,,,0,2,0,0,,,,1,,,,,7W BRTN01,2,1944,,6.85,,52.8,2,F,1,1,1,1,,,,1,732627,Y,,484,,,,,,0,,,,,,,,,,0,,,,,0.13,,,4,4,,0,1,F,3,3.2,2401,1,1,1,1,,nestling 7W BRTN01,,,,
2952,2001,Ithaca,AMCR,nestling,8X BRTN01,18,BRTN,BRTN01,M,50.5,35,8,18,18.2,11.6,12.5,29.3,65.9,36.6,83,,302,1.5,,,?,?,,,,,3,3,3,1,,3-b,8X,1,1,1,2,,,0,3,0,0,,,,1,,,,,8X BRTN01,1,1945,,6.71,2,50.5,1,M,1,1,1,1,,,,1,732526,Y,,64,,,,,,0,,,,,,,,,,0,,,,,0.13,,,4,4,,0,,F,3,3.2,1225,1,1,1,1,,nestling 8X BRTN01,,,,
2953,2001,Ithaca,AMCR,nestling,6V BRTN01,25,BRTN,BRTN01,F,56.3,106,60,25.97,23.4,12.9,11.7,35.1,74.4,39.3,161,,352,3,,,?,?,,6/13/2001,,,4,3,3,1,"one strone, two mod, three light hb's",1-p,6V,1,1,1,2,,1,0,3,0,3,,limited,,Final_mouth,1,1,-2.33,7.93,6V BRTN01,2,1946,,7.06,2,56.3,,F,0,0,0,0,,,,1,730692,Y,,3600,0975-15107,1,2,,,0.97,,,,,,,,,,0,,,,,0.13,,,6,4,,1,,F,3,3.2,11236,1,1,1,2,,nestling 6V BRTN01,,,,
2956,2001,Ithaca,AMCR,nestling,6V BRTN01,78,BRTN,BRTN01,F,54.2,228,157,78,30.1,16,12.3,40.8,84.4,43.6,284,,403,6,,,?,?,,,,,,,,1,found dead; wingspan = 814,1-p,6V,1,1,1,2,,,0,,0,0,,,,1,,,,,6V BRTN01,2,1947,,7.39,,54.2,,F,0,0,0,0,,,,1,730692,Y,,24649,,,,,,0,,,,,,,,,,0,,,,,0.14,,,8,4,,3,,F,3,3.2,51984,1,1,1,2,,nestling 6V BRTN01,,,,
2954,2001,Ithaca,AMCR,nestling,7W BRTN01,25,BRTN,BRTN01,F,56.5,101,60,25.83,21.5,12.8,12,33.2,73.2,40,158,,350,3,,,?,?,,6/13/2001,,,4,3,3,1,two light hb's,2-r,7W,2,1,1,2,,1,0,2,0,2,,limited,,Final_mouth,1,1,-2.79,10.98,7W BRTN01,2,1948,,7.05,,56.5,2,F,1,1,1,1,,,,1,732627,Y,,3600,0975-15108,1,2,,,0.83,,,,,,,,,,0,,,,,0.12,,,6,4,,1,1,F,3,3.2,10201,1,1,1,1,,nestling 7W BRTN01,,,,
2955,2001,Ithaca,AMCR,nestling,8X BRTN01,25,BRTN,BRTN01,M,58.4,91,40,25.03,21.4,12.6,11.7,32.6,72.8,40.2,150,,335,3,,,?,?,,6/13/2001,,,4,3,3,1,"five light hb's, blood spots under wings",3-b,8X,3,1,1,2,,1,0,1,0,1,,limited,,Final_mouth,1,1,-1.56,-17.42,8X BRTN01,1,1949,,6.95,1,58.4,1,M,1,1,1,1,,,,1,732526,Y,,1600,0975-15109,1,2,,,0.03,,,,,,,,,,0,,,,,0.12,,,6,4,,1,,F,3,3.2,8281,1,1,1,1,,nestling 8X BRTN01,,,,
2957,2001,Ithaca,AMCR,nestling,1g BYWY01,5,BYWY,BYWY01,M,22.9,0.5,0.75,5,8.9,9.1,9.4,14.7,40.9,26.2,,,69,7,,,?,?,,,,,2,2,0,2,,1-g,1-g,1,2,,,,,0,1,1,0,,,,,,,,,1-g BYWY01,1,1950,,4.1,1,22.9,,M,,,,,,,,0,0,,,0.5625,,,,,,0,,,,,,,,,,0,,,0.85,,0.18,,,1,,,0,,E,3.1,3.3,0.25,0,0,0,2,,nestling 1-g BYWY01,,,,
2958,2001,Ithaca,AMCR,nestling,2w BYWY01,5,BYWY,BYWY01,M,20.8,0.5,0.75,5,8.4,8.4,8.6,15,39.4,24.4,,,51,7,,,?,?,,,,,2,2,0,2,,2-w,2-w,2,2,,,,,0,2,2,0,,,,,,,,,2-w BYWY01,1,1951,,3.71,2,20.8,,M,,,,,,,,0,0,,,0.5625,,,,,,0,,,,,,,,,,0,,,0.76,,0.18,,,1,,,0,,E,3.1,3.3,0.25,0,0,0,2,,nestling 2-w BYWY01,,,,
2959,2001,Ithaca,AMCR,nestling,7M CASS01,31,CASS,CASS01,M,57.7,144,98,31,23.3,13.1,13,36.6,78.6,42,199,,370,5,,,?,?,,5/31/2001,,,3,3,3,2,"explosive fledge, six strong, three light hb's, numerous blood spots on belly",7M,7M,3,2,,,,1,0,1,0,1,,limited,,,1,1,,,7M CASS01,1,1952,1,7.18,1,57.7,,M,0,0,0,0,,,,1,730676,Y,,9604,775-27219,,,,,0,,,,,,,,,,0,,,,,0.12,,,7,,,1,,F,3,3.2,20736,1,1,1,2,,nestling 7M CASS01,,,,
2960,2001,Ithaca,AMCR,nestling,8N CASS01,31,CASS,CASS01,F,55.1,144,94,31,24,12.3,12.2,34.9,76.9,42,209,,352,5,,,?,?,,5/31/2001,,,3,3,3,2,"explosive fledge, eight strong, two mod, six light hb's, blood spots on belly",8N,8N,2,2,,,,1,0,2,0,2,,limited,,,1,1,,,8N CASS01,2,1953,1,7.06,,55.1,,F,0,0,0,0,,,,1,730684,Y,,8836,775-27220,,,,,0,,,,,,,,,,0,,,,,0.13,,,7,,,1,,F,3,3.2,20736,1,1,1,2,,nestling 8N CASS01,,,,
2961,2001,Ithaca,AMCR,nestling,9O CASS01,31,CASS,CASS01,F,48.9,104,45,31,21.7,11.1,11.2,33.4,72.4,39,152,,270,5,,,?,?,,5/31/2001,,,3,3,3,2,"six strong hb's, few blood spots on belly",9O,9O,1,2,,,,1,0,3,0,3,,limited,,,1,1,,,9O CASS01,2,1954,,6.46,2,48.9,,F,0,0,0,0,,,,1,730684,Y,,2025,775-27221,,,,,0,,,,,,,,,,0,,,,,0.13,,,7,,,1,,F,3,3.2,10816,1,1,1,2,,nestling 9O CASS01,,,,
2962,2001,Ithaca,AMCR,nestling,2S CCLI01,30,CCLI,CCLI01,M,60.2,149,95,28.92,23.7,12.6,13,36.8,81,44.2,210,,398,5,,,?,?,,5/24/2001,,,2,2,2,2,explosive fledger; 11 moderte 2 light hunger bars,2S,2S,1,2,,,,1,0,2,0,2,,limited,,Final_mouth,1,1,3.39,-8.22,2S CCLI01,1,1955,1,7.36,2,60.2,,M,1,0,0,0,,,,1,730761,Y,,9025,835-99699,,,,,-1.08,,,,,,,,,,0,,,,,0.12,,,6,3,,1,,F,1,1.2,22201,1,1,1,2,,nestling 2S CCLI01,,,,
2963,2001,Ithaca,AMCR,nestling,3T CCLI01,30,CCLI,CCLI01,M,61.7,153,90,28.85,24.1,13.8,13.3,38.6,81.8,43.2,212,,415,5,,,?,?,,5/24/2001,,4/11/2002,2,2,2,2,"explosive fledger; 11 strong, 2 moderate, 1 light hunger bars; blood spots on belly; bleeder",3T,3T,2,2,,,1,1,0,1,0,1,,limited,,Final_mouth,1,1,5.26,-11.47,3T CCLI01,1,1956,1,7.46,1,61.7,,M,1,1,1,0,,,,1,730951,Y,,8100,835-99700,,,,,-1.15,730951,,,,,,,,,0,,,,,0.12,,,6,3,,1,,F,1,1.2,23409,1,1,1,2,,nestling 3T CCLI01,,,,
2964,2001,Ithaca,AMCR,nestling,7X CCPL01,29,CCPL,CCPL01,F,59.7,134,88,28,24.1,12.4,12.7,37.5,78.5,41,201,,380,5,,,?,?,,5/25/2001,,,3,3,3,2,"explosive fledge,two strong, four mod, one light hb's, blood spots on belly ",7X,7X,2,2,,,,1,0,2,0,2,,limited,,Final_mouth,1,1,2.13,-12.44,7X CCPL01,2,1957,1,7.24,,59.7,,F,1,1,1,1,,,,1,731639,Y,,7744,775-27204,,,,,-1,,,,,,,,,,0,,,,,0.12,,,6,3,,1,,F,1.1,1.3,17956,1,1,1,2,,nestling 7X CCPL01,,,,
2965,2001,Ithaca,AMCR,nestling,8Y CCPL01,29,CCPL,CCPL01,M,62.8,143,90,28.44,24.7,13.4,12.6,36.2,80.6,44.4,200,,410,5,,,?,?,,5/25/2001,,,3,3,3,2,"three strong, four mod, four light hb's, blood spots on belly  ",8Y,8Y,3,2,,,,1,0,1,0,1,,limited,,Final_mouth,1,1,5.31,-16.99,8Y CCPL01,1,1958,,7.43,1,62.8,,M,1,1,1,1,,,,1,731089,Y,,8100,775-27205,,,,,-0.56,,,,,,,,,,0,,,,,0.12,,,6,3,,1,,F,1.1,1.3,20449,1,1,1,2,,nestling 8Y CCPL01,,,,
2966,2001,Ithaca,AMCR,nestling,9Z CCPL01,29,CCPL,CCPL01,F,59.2,120,62,26.47,22.9,12.9,12.6,34.7,76.6,41.9,177,,382,5,,,?,?,,5/25/2001,,,3,3,3,2,"two strong, three light, four mod hb's, few blood spots",9Z,9Z,1,2,,,,1,0,3,0,3,,limited,,Final_mouth,1,1,0.8,3.99,9Z CCPL01,2,1959,,7.26,2,59.2,,F,1,1,1,1,,,,1,731111,Y,,3844,775-27206,,,,,-2.53,,,,,,,,,,0,,,,,0.12,,,6,3,,1,,F,1.1,1.3,14400,1,1,1,2,,nestling 9Z CCPL01,,,,
2967,2001,Ithaca,AMCR,nestling,1l CRST01,1,CRST,CRST01,NA,12.5,0,0,1,5.1,5.5,5.6,9.8,25.8,16,,,,7,,,?,?,,,,,1,3,0,2,"bright orange, bruises at base of skull",1-l,1-l,4,2,,,,,0,4,4,0,,,,,,,,,1-l CRST01,,1960,,,2,12.5,,,,,,,,,,0,0,N,,0,,,,,,0,,,,,,,,,,?,,,12.9,,0,,0,1,5,,0,,N,3.1,3.3,0,0,0,0,2,,nestling 1-l CRST01,,,,
2970,2001,Ithaca,AMCR,nestling,1l CRST01,5,CRST,CRST01,NA,21.8,0,0.25,5,9.1,8.6,10.2,15.5,38.9,23.4,,,66,7,,,?,?,,,,,3,3,0,2,"yellow tinge, dusky",1-l,1-l,3,2,,,,,0,1,4,0,,,,,,,,,1-l CRST01,,1961,,4.04,1,21.8,,,,,,,,,,0,0,N,,0.0625,,,,,,0,,,,,,,,,,?,,,0.8,,0.19,,0,1,5,,0,,N,3.1,3.3,0,0,0,0,2,,nestling 1-l CRST01,,,,
2969,2001,Ithaca,AMCR,nestling,2r CRST01,3,CRST,CRST01,F,15.7,0,0.25,3,7.1,7.4,8.4,11.9,34.5,22.6,,,35,7,,,?,?,,,,,3,3,0,2,yellow tinge ,2-r,2-r,1,2,,,,,0,2,2,0,,,,,,,,,2-r CRST01,2,1962,,3.27,,15.7,,F,,,,,,,,0,0,N,,0.0625,,,,,,0,,,,,,,,,,?,,,0.68,,0.21,,0,1,5,,0,,N,3.1,3.3,0,0,0,0,2,,nestling 2-r CRST01,,,,
2968,2001,Ithaca,AMCR,nestling,3b CRST01,2,CRST,CRST01,M,14.2,0,0,2,6.4,6.6,7.6,11.4,31.2,19.8,,,24,7,,,?,?,,,,,3,3,0,2,yellow tinge,3-b,3-b,2,2,,,,,0,3,3,0,,,,,,,,,3-b CRST01,1,1963,,2.88,,14.2,,M,,,,,,,,0,0,N,,0,,,,,,0,,,,,,,,,,?,,,0.55,,0.2,,0,1,5,,0,,N,3.1,3.3,0,0,0,0,2,,nestling 3-b CRST01,,,,
2972,2001,Ithaca,AMCR,nestling,6X CSWL01,10,CSWL,CSWL01,F,36.4,4,1,10,12.9,11.2,10.8,20.3,52.2,31.9,38,,167,1.5,,,?,?,,,,,3,3,2,2,head feathers breakingout at tips,1-r,6X,2,1,1,2,,,0,1,0,0,,,,1,,,,,6X CSWL01,2,1964,,5.51,1,36.4,,F,1,1,1,1,,,,1,731171,Y,,1,,,,,,0,,,,,,,,,,0,,,38.6,,0.15,,,2,,,0,,F,,,16,1,1,1,2,,nestling 6X CSWL01,,,,
2971,2001,Ithaca,AMCR,nestling,2p CSWL01,10,CSWL,CSWL01,F,31.2,3,2,10,12.8,11.4,12.2,21.4,51.8,30.4,32,,137,1.5,,,?,?,,,,,3,3,2,2,Head feathers barely visible,2-p,2-p,1,1,1,2,,,0,3,0,0,,,,1,,,,,2-p CSWL01,2,1965,,5.16,2,31.2,,F,,,,,,,,0,0,Y,,4,,,,,,0,,,,,,,,,,0,,,30.3,,0.17,,,2,,,0,,F,,,9,0,0,0,2,,nestling 2-p CSWL01,,,,
2973,2001,Ithaca,AMCR,nestling,7Y CSWL01,10,CSWL,CSWL01,F,35.9,3,2,10,12.6,10.7,13.8,22.2,52.6,30.4,37,,150,1.5,,,?,?,,,,,3,3,2,2,head feathers just below skin,3-o,7Y,3,1,1,2,,,0,2,0,0,,,,1,,,,,7Y CSWL01,2,1966,,5.31,,35.9,,F,1,1,1,1,,,,1,732137,Y,,4,,,,,,0,,,,,,,,,,0,,,36.3,,0.15,,,2,,,0,,F,,,9,1,1,1,2,,nestling 7Y CSWL01,,,,
2974,2001,Ithaca,AMCR,nestling,6X CSWL01,25,CSWL,CSWL01,F,60.2,109,61,26.09,20.1,11.9,12.2,32.2,72.9,40.7,160,,355,3,,,?,?,,5/17/2001,,,2,3,2,2,"numerous blood spots , three strong, two moderate, two weak hunger bars",1-r,6X,1,1,1,2,,1,0,2,0,2,,limited,,Final_mouth,1,1,-0.19,-12.29,6X CSWL01,2,1967,,7.08,2,60.2,,F,1,1,1,1,,,,1,731171,Y,,3721,835-99677,,,,,1.09,,,,,,,,,,0,,,,,0.12,,,6,,,1,,F,,,11881,1,1,1,2,,nestling 6X CSWL01,,,,
2975,2001,Ithaca,AMCR,nestling,7Y CSWL01,25,CSWL,CSWL01,F,62.9,106,62,26.04,19.8,11.8,12.1,32.9,72.8,39.9,161,,367,3,,,?,?,,5/17/2001,,,2,3,2,2,"numerous blood spots on belly, three strong, one moderate, two light hunger bars",3-o,7Y,2,1,1,2,,1,0,1,0,1,,limited,,Final_mouth,1,1,1.96,-23.65,7Y CSWL01,2,1968,,7.16,1,62.9,,F,1,1,1,1,,,,1,732137,Y,,3844,835-99678,,,,,1.04,,,,,,,,,,0,,,,,0.11,,,6,,,1,,F,,,11236,1,1,1,2,,nestling 7Y CSWL01,,,,
2976,2001,Ithaca,AMCR,nestling,8E CUGO01,27,CUGO,CUGO01,M,62.5,120,64,26.54,24.6,13.7,14.1,39.6,81.4,41.8,174,,457,5,,,?,?,,5/21/2001,,,2,2,2,2,"few blood spots on belly, two light, two moderate huger bars",8E,8E,2,2,,,,1,0,1,0,1,,limited,,Final_mouth,1,1,5.93,23.27,8E CUGO01,1,1969,,7.7,1,62.5,,M,0,0,0,0,,,,1,730692,Y,,4096,835-99685,1,2,1,,-0.46,,,,,,,,,,0,,,,,0.12,,2,6,6,,1,,F,1.1,1.3,14400,1,1,1,2,,nestling 8E CUGO01,,,,
2977,2001,Ithaca,AMCR,nestling,9F CUGO01,27,CUGO,CUGO01,F,60.2,118,75,26.88,24.6,12.6,13.6,37.4,79.1,41.7,175,,409,5,,,?,?,,5/21/2001,,,2,2,2,2,"few blood spots on belly, one strong, three light hunger bars, toe nail r-3 unpigmented",9F,9F,1,2,,,,1,0,2,0,2,,limited,,Final_mouth,1,1,2.84,8.77,9F CUGO01,2,1970,,7.42,2,60.2,,F,1,0,0,0,,,,1,730639,Y,,5625,835-99686,1,2,,,-0.12,,,,,,,,,,0,,,,,0.12,,2,6,6,,1,,F,1.1,1.3,13924,1,1,1,2,,nestling 9F CUGO01,,,,
2978,2001,Ithaca,AMCR,nestling,1o CUPL01,12,CUPL,CUPL01,NA,41,10,4,12,15.2,11.2,12.3,24.4,57.8,33.4,50,,210,7.5,,,?,?,,,,,2,2,0,2,yellow tinge,1-o,1-o,1,2,,2,,,0,2,0,0,,,,,,,,,1-o CUPL01,,1971,,5.94,2,41,,,,,,,,,,0,0,N,,16,,,,,,0,,,,,,,,,,0,,,,,0.14,,0,3,3,,0,,N,,,100,0,0,0,2,,nestling 1-o CUPL01,,,,
2979,2001,Ithaca,AMCR,nestling,2m CUPL01,12,CUPL,CUPL01,NA,41.4,11,4,12,15.1,11,11.3,23.5,58.1,34.6,56,,195,7.5,,,?,?,,,,,2,2,0,2,slight yellow tinge,2-m,2-m,2,2,,2,,,0,1,0,0,,,,,,,,,2-m CUPL01,,1972,,5.8,1,41.4,,,,,,,,,,0,0,N,,16,,,,,,0,,,,,,,,,,0,,,,,0.14,,0,3,3,,0,,N,,,121,0,0,0,2,,nestling 2-m CUPL01,,,,
2987,2001,Ithaca,AMCR,nestling,0H EOCR01,26,EOCR,EOCR01,F,60.4,111,61,26.15,22.1,13,12.3,35.3,75.5,40.2,174,,415,3,,,?,?,,5/14/2001,,,6,6,6,2,"one severe, three strong, hunger bars",6-m,0H,2,1,1,2,,1,0,2,0,2,,limited,,Final_mouth,1,1,1.4,30.42,0H EOCR01,2,1973,,7.46,,60.4,,F,1,0,0,0,,,,1,730772,Y,,3721,835-99661,1,2,1,,0.15,,,,,,,,,,0,,,,,0.12,,6,6,6,,1,,F,3,3.2,12321,1,1,1,2,,nestling 0H EOCR01,,,,
2988,2001,Ithaca,AMCR,nestling,1I EOCR01,26,EOCR,EOCR01,F,61.1,106,58,25.91,23.3,13.6,12.1,34.5,76.5,42,165,,395,3,,,?,?,,5/14/2001,,9/12/2003,6,6,6,2,"two strong, three moderate, hunger bars, blood spots on belly",2-o,1I,6,1,1,2,1,1,0,1,0,1,,limited,,Final_mouth,1,1,2.29,0.83,1I EOCR01,2,1974,,7.34,1,61.1,,F,1,1,1,1,,,,1,731470,Y,,3364,835-99662,,,,1,-0.09,731470,,,,,,,,,0,,,,,0.12,,6,6,6,,1,1,F,3,3.2,11236,1,1,1,2,,nestling 1I EOCR01,,,,
2993,2001,Ithaca,AMCR,nestling,1I EOCR01,153,EOCR,EOCR01,F,59.7,243,171,153,35.8,16.5,12.9,46.2,92.3,46.1,299,,459,6,,,?,?,,,,9/12/2003,,6,6,2,"radio-tagged, 150.558",2-o,1I,2,1,1,2,1,,0,,0,0,,,,1,,,,,1I EOCR01,2,1975,,7.71,,59.7,,F,1,1,1,1,,,,1,731470,Y,,29241,,,,,,0,731470,,,,,,,,,0,,,,,0.13,,6,8,6,,3,1,F,3,3.2,59049,1,1,1,2,,nestling 1I EOCR01,,,,
2985,2001,Ithaca,AMCR,nestling,9G EOCR01,13,EOCR,EOCR01,F,42.5,9.8,2.8,13,17.3,12.5,12.9,25.3,59.6,34.3,53,,220,1.5,,,?,?,,,,,6,6,6,2,head feathers breakingout at tips,1-y,9G,3,1,1,2,,,0,4,0,0,,,,1,,,,,9G EOCR01,2,1976,,6.04,,42.5,,F,1,1,1,1,,,,1,731658,Y,,7.84,,,,,,0,,,,,,,,,,0,,,44.9,,0.14,,6,3,6,,0,,F,3,3.2,96.04,1,1,1,2,,nestling 9G EOCR01,,,,
2986,2001,Ithaca,AMCR,nestling,2J EOCR01,25,EOCR,EOCR01,M,55.3,72,22,24.31,19.9,13.4,13.9,30.6,69.3,38.7,124,,316,3,,,?,?,,5/14/2001,,9/16/2003,6,6,6,2,"numerous blood spots, three strong hunger bars, RUNT",4-a,2J,3,1,1,2,1,1,0,6,0,6,,limited,,Final_mouth,1,1,-5.15,2.58,2J EOCR01,1,1977,,6.81,2,55.3,,M,1,1,1,1,,,,1,731475,Y,,484,835-99663,,,,1,-0.69,731474,,,,,,,,,0,,,,,0.12,,6,6,6,,1,1,F,3,3.2,5184,1,1,1,2,,nestling 2J EOCR01,,,,
2992,2001,Ithaca,AMCR,nestling,2J EOCR01,152,EOCR,EOCR01,M,56.6,243,170,152,33.8,18.3,14.2,47.6,91.6,44,302,,467,6,,,?,?,,,,9/16/2003,,6,6,2,"radio-tagged, 150.462",4-a,2J,1,1,1,2,1,,0,,0,0,,,,1,,,,,2J EOCR01,1,1978,,7.76,,56.6,,M,1,1,1,1,,,,1,731475,Y,,28900,,,,,,0,731474,,,,,,,,,0,,,,,0.14,,6,8,6,,3,1,F,3,3.2,59049,1,1,1,2,,nestling 2J EOCR01,,,,
2982,2001,Ithaca,AMCR,nestling,1I EOCR01,13,EOCR,EOCR01,F,42,12.7,3,13,15.8,12.9,12.6,24.5,58,33.5,49.2,,219,1.5,,,?,?,,,,9/12/2003,6,6,6,2,head feathers breakingout at tips,2-o,1I,2,1,1,2,1,,0,5,0,0,,,,1,,,,,1I EOCR01,2,1979,,6.03,,42,,F,1,1,1,1,,,,1,731470,Y,,9,,,,,,0,731470,,,,,,,,,0,,,45.9,,0.14,,6,3,6,,0,1,F,3,3.2,161.29,1,1,1,2,,nestling 1I EOCR01,,,,
2983,2001,Ithaca,AMCR,nestling,7E EOCR01,13,EOCR,EOCR01,F,45.1,14.6,5,13,16.6,13.4,13.7,24.5,58.5,34,55,,250,1.5,,,?,?,,,,,6,6,6,2,head feathers breakingout at tips,3-r,7E,4,1,1,2,,,0,1,0,0,,,,1,,,,,7E EOCR01,2,1980,,6.3,1,45.1,,F,1,0,0,0,,,,1,730652,Y,,25,,,,,,0,,,,,,,,,,0,,,51.2,,0.14,,6,3,6,,0,,F,3,3.2,213.16,1,1,1,2,,nestling 7E EOCR01,,,,
2980,2001,Ithaca,AMCR,nestling,2J EOCR01,12,EOCR,EOCR01,M,31.8,4,0,12,12.6,12,12.3,18.3,51.5,33.2,34,,126,1.5,,,?,?,,,,9/16/2003,6,6,6,2,"back feathers, no head feathers",4-a,2J,1,1,1,2,1,,0,6,0,0,,,,1,,,,,2J EOCR01,1,1981,,5.01,2,31.8,,M,1,1,1,1,,,,1,731475,Y,,0,,,,,,0,731474,,,,,,,,,0,,,32,,0.16,,6,3,6,,0,1,F,3,3.2,16,1,1,1,2,,nestling 2J EOCR01,,,,
2984,2001,Ithaca,AMCR,nestling,8F EOCR01,13,EOCR,EOCR01,F,44.4,12,4,13,16,11.1,12.6,23.2,58.7,35.5,48.2,,202,1.5,,,?,?,,,,,6,6,6,2,head feathers breakingout at tips,5-f,8F,6,1,1,2,,,0,3,0,0,,,,1,,,,,8F EOCR01,2,1982,,5.87,,44.4,,F,1,1,1,1,,,,1,731501,Y,,16,,,,,,0,,,,,,,,,,0,,,43.8,,0.13,,6,3,6,,0,,F,3,3.2,144,1,1,1,2,,nestling 8F EOCR01,,,,
2981,2001,Ithaca,AMCR,nestling,0H EOCR01,13,EOCR,EOCR01,F,44.4,16,4,13,15.7,11.5,13.9,22.8,60.4,37.6,55,,229,1.5,,,?,?,,,,,6,6,6,2,head feathers breakingout at tips,6-m,0H,5,1,1,2,,,0,2,0,0,,,,1,,,,,0H EOCR01,2,1983,,6.12,,44.4,,F,1,0,0,0,,,,1,730772,Y,,16,,,,,,0,,,,,,,,,,0,,,50.3,,0.14,,6,3,6,,0,,F,3,3.2,256,1,1,1,2,,nestling 0H EOCR01,,,,
2989,2001,Ithaca,AMCR,nestling,7E EOCR01,26,EOCR,EOCR01,F,59.8,106,60,25.97,23.9,13.7,12.7,36,77.2,41.2,170,,410,3,,,?,?,,5/14/2001,,,6,6,6,2,"one strong, one medium, three light, hunger bars, yellow tinge to body",3-r,7E,1,1,1,2,,1,0,4,0,4,,limited,,Final_mouth,1,1,1.75,21.65,7E EOCR01,2,1984,,7.43,,59.8,,F,1,0,0,0,,,,1,730652,Y,,3600,835-99658,1,1,1,,-0.03,,,,,,,,,,0,,,,,0.12,,6,6,6,,1,,F,3,3.2,11236,1,1,1,2,,nestling 7E EOCR01,,,,
2990,2001,Ithaca,AMCR,nestling,8F EOCR01,26,EOCR,EOCR01,F,59.5,108,57,25.94,23,12.8,12.2,33.9,75.6,41.7,165,,392,3,,,?,?,,5/14/2001,,,6,6,6,2,"two strong, two med, five light hunger bars, yellow tinge to gape",5-f,8F,4,1,1,2,,1,0,5,0,5,,limited,,Final_mouth,1,1,0.53,16.85,8F EOCR01,2,1985,,7.32,,59.5,,F,1,1,1,1,,,,1,731501,Y,,3249,835-99659,,,,,-0.06,,,,,,,,,,0,,,,,0.12,,6,6,6,,1,,F,3,3.2,11664,1,1,1,2,,nestling 8F EOCR01,,,,
2991,2001,Ithaca,AMCR,nestling,9G EOCR01,26,EOCR,EOCR01,F,60,104,54,25.73,23.8,13.1,12.5,36,76.6,40.6,163,,395,3,,,?,?,,5/14/2001,,,6,6,6,2,"four strong, two med, one strong hunger bars",1-y,9G,5,1,1,2,,1,0,3,0,3,,limited,,Final_mouth,1,1,1.59,8.37,9G EOCR01,2,1986,,7.34,,60,,F,1,1,1,1,,,,1,731658,Y,,2916,835-99660,,,,,-0.27,,,,,,,,,,0,,,,,0.12,,6,6,6,,1,,F,3,3.2,10816,1,1,1,2,,nestling 9G EOCR01,,,,
2994,2001,Ithaca,AMCR,nestling,1f FOHA01,8,FOHA,FOHA01,M,29.8,4,1,8,13.1,9,13,20.8,51.6,30.8,36,,115,7.5,,,?,?,,,,,2,2,0,2,"head feathers barely noticable, body pink",1-f,1-f,1,2,,2,,,0,2,0,0,,,,,,,,,1-f FOHA01,1,1987,,4.86,2,29.8,,M,,,,,,,,0,0,N,,1,,,,,,0,,,,,,,,,,0,,,30.7,,0.16,3,0,2,3,,0,,N,1.1,1.3,16,0,0,0,2,,nestling 1-f FOHA01,,,,
2995,2001,Ithaca,AMCR,nestling,2a FOHA01,8,FOHA,FOHA01,F,31.2,2,1,8,12.3,10.7,12.1,20.8,50.4,29.6,32,,120,7.5,,,?,?,,,,,2,2,0,2,yellow tinge,2-a,2-a,2,2,,2,,,0,1,0,0,,,,,,,,,2-a FOHA01,2,1988,,4.93,1,31.2,,F,,,,,,,,0,0,N,,1,,,,,,0,,,,,,,,,,0,,,28.8,,0.16,3,0,2,3,,0,,N,1.1,1.3,4,0,0,0,2,,nestling 2-a FOHA01,,,,
